Name,Prev. Season,Service Time,Salary,G,PA,H,AVG,1B,2B,3B,HR,BB%,K%,BB/K,BABIP,wOBA,wRAA,wRC,RE24,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,SwStr%,EV,LA,HardHit%,Barrel%,OPS,SB_run,CS_run,UBR,Inn,E,DRS,UZR,RAA,FRM,SB_def,CS_def,Position_1B,Position_2B,Position_3B,Position_C,Position_CF,Position_DH,Position_LF,Position_OF,Position_RF,Position_SS
Carlos Gomez,2010,3,-0.6670497564280571,-0.3949440527833338,-0.5248142144006269,-0.49958835867402,-0.11563019543277575,-0.2764679000271607,-0.7850391820533952,0.40396442447345704,-0.7523403285429998,-0.9371398140564111,0.28218076834308936,-0.9350384194251746,0.35406381012430266,-0.511925327678996,-0.7764335170783755,-0.7407400697625206,-1.058587172535118,1.1200477707972958,-0.1502892077351116,0.6361063002944591,0.06271698371899981,-0.3097897017971077,-0.2825778112998111,0.6308447620240893,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.6230863829145786,1.1528454616374584,0.17058199888706366,-1.230795661412199,-0.5639938463696385,-0.14972917908682162,0.4828520648449309,0.3883456003274096,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,3.193331868292526,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Carlos Quentin,2010,4,0.3691695860523178,0.5160342016198056,0.6546367826689211,0.31384945124493974,-0.21978610579349778,-0.14908610093505797,0.5716415279820196,-0.03620679860837642,1.361665019160137,0.41184332061955525,-0.8505354291095941,0.9410397138847767,-1.2277223928604788,0.9301851124061913,0.9666354448108355,0.8748876197505961,1.2477323153834223,0.03245065724788516,0.8995646105134155,0.5679334570792218,-0.3216098206845994,-0.010888300176542352,-0.08348956341311838,0.3571439727903895,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.819784920095238,-0.513694914799067,-0.18347966221754894,1.3631338183817079,0.22001378947934228,0.45703049426025094,-3.0529189865149373,-5.273324467603773,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,3.5987247285852733,-0.3607576504210512
Chase Headley,2010,2,-0.3649407368598351,1.3198385437402225,1.484202794961857,1.4055686171888067,0.32703242360029294,1.7934863352195087,0.9592645879921382,0.40396442447345704,-0.1483388006278179,0.026419567854993685,-0.046142767150442,-0.10122591573186272,0.5737563383166335,-0.0530720058337087,-0.5556955262714449,0.7717624480795462,-0.1654604435997361,-0.5822781460626513,-0.057264185864988604,-0.4035295587378956,-0.27233715345336873,0.4049745194694624,0.20269979292400314,-0.372724798499476,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.21456258025517308,1.0486866881101755,0.878705321096289,0.822731843424644,1.6519493381166785,1.4682966165053717,1.871904977879165,3.249839497476744,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,2.7250215731728487,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Chris Denorfia,2010,3,-0.8713746971988352,-0.34135709664197267,-0.5304575206067014,-0.39255706789520955,0.5093052667315566,-0.3401587995732121,-0.39741612204327664,-0.03620679860837642,-0.3496726432662119,0.09065685998242043,-0.7848707220108876,0.5762467435189531,0.0684635234742725,0.4276314741946875,0.0608485170168787,-0.36261444030200385,0.46485958481816914,-1.1339578413413378,-1.5323752469483611,-1.25569009892835,-0.28219168689961505,0.2360302489882735,0.21514280841692254,-0.7072479853406647,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.3678011384295127,0.11125772636462994,0.5246436599916763,0.1202092759804609,-0.3764040365044857,-0.7564888524338942,0.6091296023934976,0.04087848424499062,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,2.568698948050216,-0.27787621321987555,-0.3607576504210512
Clint Barmes,2010,5,0.040790216956424374,0.5696211577611667,0.11852269309185384,-0.09286945371454015,-0.4280979265149419,0.010141147930070451,0.1840184679719012,-0.9165492447720434,-0.45033956458540886,-0.037817724272433635,-0.9162001362083002,0.5762467435189531,-0.7443988308373506,-0.6430262767776495,-1.141792950138123,-0.46573961197305386,-1.1730016991456287,0.8993758926858213,-0.2964713849595892,0.5679334570792218,0.7426797915099839,0.48294879815308744,0.6008762886973903,-0.5247807925181981,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.6143943871133146,-0.4095361412717842,-0.18347966221754894,1.2550534233902952,0.49573435755169687,0.8615369431582993,1.2405172901363313,0.6131772636748574,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,2.6510944696091943,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Cody Ross,2010,5,0.7340355517144216,1.105490719174778,0.8916556433240457,0.9774434540735648,0.45722731155119545,1.092886440212944,0.8623588229896085,0.40396442447345704,0.15366196332977305,-0.5517160612918494,0.06877047027229387,-0.5702454490593507,0.5957255911358667,0.14357941781427155,-0.16750112864546338,0.5311370475137628,-0.10305251999400292,0.2531225353593596,-0.5888357394085463,-0.028578921054096307,0.18097138507395372,-0.14084543131591873,-0.021274485948526663,0.022620785949201062,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.07227328118653781,0.21541649989191275,-0.18347966221754894,0.4984906584504056,1.1801146997607843,-0.3519824035358458,0.10401945219923062,0.7153734742873337,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,2.568698948050216,-0.27787621321987555,-0.3607576504210512
Conor Jackson,2010,5,-0.17083204312759584,-1.3863027413985147,-0.9593487922683552,-0.9919322962565483,-0.40205894892476135,-0.8815314457146487,-0.5912276520483358,-0.9165492447720434,-1.0543410925005907,1.503877286785814,-1.5892633839700399,3.8072701953305357,-0.7883373364758168,-0.3371240622141246,-0.5176372519943879,-0.9126153558809372,-0.5274264005129887,-1.3861542734687378,-0.8280429385031478,-1.25569009892835,0.663843523940015,0.9248030440269679,1.0239388154566147,-1.4371167566305305,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.5535504165044669,-0.09705982068993572,-0.5375413233221615,0.6606112509375248,-1.0081526786961,-0.9587420768829183,-0.022258085349336112,0.22483166334744767,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,2.568698948050216,-0.27787621321987555,-0.3607576504210512
Dan Johnson,2010,3,-0.8129961426928987,-1.9221723028121263,-1.5293227190818688,-1.5699012664621252,-1.3915400973516192,-1.5821313407212136,-1.560285302073632,-0.9165492447720434,-0.5510064859046059,3.1098095899714875,-0.2595530652212375,2.6607780027522323,-2.3920927922798314,0.4931819487440142,-0.06854961552511515,-1.118865699223037,-0.05936697346998969,-1.7802111986677995,-1.0008036934048035,-1.8010728446502413,0.3484984536601383,0.3010088145579617,0.476446133768207,-1.1025935697893419,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.26349718881434503,-0.6178536883263498,-0.8916029844267742,-0.31211230398519024,-1.9026392160202235,-0.7564888524338942,-0.6536457730921698,-0.8175696848998097,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,3.1044323152550777,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
David Murphy,2010,3,-0.40434626115134226,0.7035885481145695,0.33861163512875514,0.570724549114085,1.0300848185351654,0.6470501433905841,0.6685472929845493,-0.03620679860837642,-0.047671879308620914,0.44396196668326865,-0.9490324897576535,1.097379558327273,0.5957255911358667,0.8427844796737556,0.7382857991484935,0.5655121047374462,1.4730942617374587,-0.8975236862219007,-0.8546215161803251,-1.1875172557131137,1.2551155307147832,1.0417644620524056,1.1981410323574704,-1.5891727506492528,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.6894049830762794,0.736210367528327,-0.18347966221754894,-0.960594673933667,0.417137311654533,-0.9587420768829183,-0.14853562289790284,-0.572298779429867,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,3.8802839810489265,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Delmon Young,2010,4,0.4640347371244648,1.105490719174778,1.139961116391319,1.5982249405906657,1.2123576616664289,1.2839591388510978,2.606662593035142,-0.47637802169020993,0.858330412564152,-1.1619703365024057,-1.2609398484765084,-0.36179232313602283,0.3320945573050696,0.8427844796737556,1.0275286836541269,1.253013249211113,1.5680929898928526,1.4668178649724706,1.683632651990162,1.9484335321877584,0.8609341928649378,0.1970431096464591,0.4888891492611246,0.08344318355669021,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.8632448991015578,-0.20121859421721858,0.5246436599916763,-1.0146348714293734,1.2874250439093555,-0.3519824035358458,-1.5375885359321368,-2.023484970127029,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,3.8802839810489265,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Erick Aybar,2010,4,-0.22921059763353244,0.7035885481145695,1.0045217674455336,0.8490059051389923,0.04060367010830732,1.475031837489252,-0.10669882703568771,0.8441356475552906,-0.7523403285429998,-0.7444279376741301,-1.162442787828449,0.05511392871063309,-0.1731982575372915,-0.6430262767776495,-1.4538707992099906,0.015511189158512809,-1.7201111627558896,0.5526057985106464,-0.841332227341737,0.05663713296494914,1.3536608651772446,0.8858159046851554,1.1359259548928788,-1.254649563808064,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.788234303138594,1.5694805557465896,1.9408903044101269,0.0661690784847545,1.012629806737681,3.086322412097565,0.4828520648449309,-0.6949342321648383,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,2.7719439874188936
Felix Pie,2010,3,-0.8173745342808438,-0.7968462238435422,-0.5812472764613709,-0.34974455158368534,0.5874221995020981,-0.24462245025413504,-0.39741612204327664,1.284306870637124,-0.7523403285429998,-1.2904449207572595,-0.6535413078134754,-0.8829251379443427,0.41997156858200196,-0.03122184765059978,-0.35018084517533704,-0.5688647836441039,-0.5953816951058981,0.8836136156778586,0.6603574114188131,0.8917544623515955,0.3583529871063839,1.0157730358245318,0.687977397147819,-0.46395839491070945,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.07549064743494963,-0.20121859421721858,-0.18347966221754894,0.3904102634589928,-0.4548328404197072,-0.9587420768829183,-0.022258085349336112,-0.2861493897149334,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,3.8802839810489265,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Geovany Soto,2010,3,-0.22921059763353244,-0.18059622821788923,-0.13542608618149382,-0.11427571187030226,0.7436560650431812,-0.24462245025413504,-0.009793062033158086,-0.9165492447720434,0.455662727287364,2.499555314760932,0.08518664704697008,1.7227389360972567,0.5957255911358667,1.56383969971635,1.3472181875814055,0.4967619902900795,1.1513467444812344,-2.190030400874824,-0.841332227341737,-1.5624678933969143,-1.5435719680191204,-0.2188197099995438,-0.2701347958068935,-0.3423135996957317,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,1.4195326303824518,-0.7220124618536327,-0.5375413233221615,-2.149479018839208,0.08073746876182135,-0.3519824035358458,0.23029698974779736,-0.12263545273497149,-0.0921907835775678,2.0495361080211874,4.069339169791354,2.773311256031011,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,2.0861930058989357,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Howie Kendrick,2010,4,-0.1416427658746275,1.2394581095281807,1.3939098956646667,1.64103745690219,0.7176170874530007,1.7616408854464831,2.1221337680224934,0.8441356475552906,-0.2490057219470149,-1.258326274693546,-1.080361903955066,-0.6223587305401828,0.35406381012430266,0.012478468715618052,-0.4262973937294511,0.7717624480795462,-0.10513278411419402,0.016688380239922456,-0.8147536496645587,-0.14788139668075923,0.32878938676764574,0.6129059292924639,0.613319304190308,-0.7376591841444092,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-0.04941466003115773,0.736210367528327,0.5246436599916763,0.6065710534418184,1.5051021282117742,0.8615369431582993,-0.7799233106407365,-1.67601785404461,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,2.6510944696091943,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Humberto Quintero,2010,4,-0.8129961426928987,-0.6360853554194589,-0.7618330750557515,-0.713650940231641,-0.45413690410512164,-0.4356951488922891,-0.8819449470559247,-0.9165492447720434,-0.8530072498621968,-1.7079873195855346,0.08518664704697008,-1.4561712342334943,-0.2171367631757577,-1.3203811804540246,-1.3244726666679965,-1.1532407564467204,-1.3401162501343142,2.0027352832431946,0.647068122580225,1.6757421593268127,0.2598076526439225,-0.17983257065773126,-0.1083755943989554,0.7829007560428114,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,-1.28367806381064,-0.7220124618536327,-0.8916029844267742,-1.2848358589079054,-0.4622915682857957,-0.14972917908682162,0.7354071399420643,-0.12263545273497149,-0.0921907835775678,0.8226477010634023,1.7158095417316648,2.4741683599181536,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,2.0861930058989357,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
Hunter Pence,2010,3,0.9091712152322314,1.1858711533868196,1.3939098956646667,1.662443715057952,0.7957340202235407,1.7297954356734575,0.9592645879921382,0.40396442447345704,1.26099809784094,-0.6480719994829898,-0.8012868987855644,-0.15333919721269476,0.15634053475120482,0.5805825814764499,0.6469459408835566,1.253013249211113,1.0015677278274746,0.33193392039917197,0.0756287025209008,0.3293285058258948,0.14155325128896862,0.32700024078583545,0.2400288394027578,-0.129435208069521,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.5155650670510001,1.1528454616374584,2.2949519655147395,1.4712142133731207,1.5472467446882054,0.052524045362202565,0.35657452729636413,-2.0873758394832555e-17,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,-0.36696957185394363,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,3.5987247285852733,-0.3607576504210512
Ian Stewart,2010,2,-0.45425992525391806,0.24809942091299983,0.1693124489465234,0.07838061153155663,0.11872060287884884,0.10567749724914749,-0.49432188704580626,-0.03620679860837642,0.556329648606561,0.6366738430655494,0.65975283416065,-0.049112634251030976,0.2442175460281372,0.4713317905609053,0.22830492383592954,0.18738647527692948,-0.5024632310706953,-0.07788528180785205,0.04905012484372255,-0.06266534266171377,-0.7552092923194292,-0.27080256245529516,-0.531438121158178,0.5700223644166007,-1.1668565256284347,-1.0149993688571,-1.096401540113626,-0.8392591098050713,0.47210508804468027,-0.20121859421721858,-0.18347966221754894,-1.122715266420786,0.29945204528621516,0.8615369431582993,0.35657452729636413,-0.8175696848998097,-0.0921907835775678,-0.11085434770882556,-0.3963324321680557,-0.36768915315399425,-0.32212008459196656,-0.3772027030584894,2.7250215731728487,-0.4793420345923855,-0.31315254450352514,-0.07687760066907379,-0.25771309648570573,-0.38930214097648747,-0.27787621321987555,-0.3607576504210512
