Name,Prev. Season,Position,Service Time,Salary,G_x,PA_x,H_x,AVG_x,1B_x,2B_x,3B_x,HR_x,BB%_x,K%_x,BB/K_x,BABIP_x,wOBA_x,wRAA_x,wRC_x,RE24_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,SwStr%_x,EV_x,LA_x,HardHit%_x,Barrel%_x,OPS_x,SB_run,CS_run,UBR_x,Inn_x,E_x,DRS_x,UZR_x,RAA_x,FRM_x,SB_def,CS_def,G_y,PA_y,H_y,AVG_y,1B_y,2B_y,3B_y,HR_y,BB%_y,K%_y,BB/K_y,BABIP_y,wOBA_y,wRAA_y,wRC_y,RE24_y,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,SwStr%_y,EV_y,LA_y,HardHit%_y,Barrel%_y,OPS_y,SB_run,CS_run,UBR_y,Inn_y,E_y,DRS_y,UZR_y,RAA_y,FRM_y,SB_def,CS_def,Inn,E,DRS,UZR,RAA,FRM,SB_def,CS_def
Gerardo Parra,2012,OF,3,2350000,133.0,430.0,105.0,0.273,75.0,21.0,2.0,7.0,0,0,0.43,0.323,0.317,0.7,50.0,5.32,0,0,0,0,0,0,0,0.0,0.0,0,0,0.727,15.0,9.0,2.1,841.67,4.0,9.0,4.6,0.0,0.0,0.0,0.0,133.0,430.0,105.0,0.273,75.0,21.0,2.0,7.0,7.7,17.9,0.43,0.323,0.317,0.7,50.0,5.32,36.6,71.2,50.7,67.2,86.5,78.2,10.9,0.0,0.0,0.0,0.0,0.727,15.0,9.0,2.1,841.67,4.0,9.0,4.6,0.0,0.0,0.0,0.0,841.67,4.0,9.0,4.6,0.0,0.0,0.0,0.0
Gordon Beckham,2012,2B,3,2925000,151.0,582.0,123.0,0.234,83.0,24.0,0.0,16.0,0,0,0.45,0.254,0.295,-9.5,57.0,-9.42,0,0,0,0,0,0,0,0.0,0.0,0,0,0.668,5.0,4.0,-0.7,1308.67,7.0,-6.0,2.9,0.0,0.0,0.0,0.0,151.0,582.0,123.0,0.234,83.0,24.0,0.0,16.0,6.9,15.3,0.45,0.254,0.295,-9.5,57.0,-9.42,32.8,65.7,48.3,73.6,87.4,82.5,8.4,0.0,0.0,0.0,0.0,0.668,5.0,4.0,-0.7,1308.67,7.0,-6.0,2.9,0.0,0.0,0.0,0.0,1308.67,7.0,-6.0,2.9,0.0,0.0,0.0,0.0
Gregor Blanco,2012,OF,2,1350000,141.0,453.0,96.0,0.244,72.0,14.0,5.0,5.0,0,0,0.49,0.318,0.302,-4.7,47.0,7.36,0,0,0,0,0,0,0,0.0,0.0,0,0,0.676,26.0,6.0,1.2,877.4000000000001,2.0,7.0,4.9,0.0,0.0,0.0,0.0,141.0,453.0,96.0,0.244,72.0,14.0,5.0,5.0,11.3,23.0,0.49,0.318,0.302,-4.7,47.0,7.36,26.4,63.7,43.5,63.9,90.0,81.4,8.0,0.0,0.0,0.0,0.0,0.676,26.0,6.0,1.2,877.4000000000001,2.0,7.0,4.9,0.0,0.0,0.0,0.0,877.4000000000001,2.0,7.0,4.9,0.0,0.0,0.0,0.0
Hunter Pence,2012,RF,5,13800000,160.0,688.0,156.0,0.253,102.0,26.0,4.0,24.0,0,0,0.39,0.29,0.323,4.1,83.0,9.86,0,0,0,0,0,0,0,0.0,0.0,0,0,0.743,5.0,2.0,1.8,1408.33,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,160.0,688.0,156.0,0.253,102.0,26.0,4.0,24.0,8.1,21.1,0.39,0.29,0.323,4.1,83.0,9.86,32.6,68.4,47.2,58.9,81.6,72.3,13.0,0.0,0.0,0.0,0.0,0.743,5.0,2.0,1.8,1408.33,7.0,-6.0,0.0,0.0,0.0,0.0,0.0,1408.33,7.0,-6.0,0.0,0.0,0.0,0.0,0.0
Ian Desmond,2012,SS,3,3800000,130.0,547.0,150.0,0.292,90.0,33.0,2.0,25.0,0,0,0.27,0.332,0.362,20.8,83.0,20.82,0,0,0,0,0,0,0,0.0,0.0,0,0,0.845,21.0,6.0,-0.6,1139.33,15.0,-6.0,0.8,0.0,0.0,0.0,0.0,130.0,547.0,150.0,0.292,90.0,33.0,2.0,25.0,5.5,20.7,0.27,0.332,0.362,20.8,83.0,20.82,36.8,72.8,54.0,61.5,87.4,78.2,11.8,0.0,0.0,0.0,0.0,0.845,21.0,6.0,-0.6,1139.33,15.0,-6.0,0.8,0.0,0.0,0.0,0.0,1139.33,15.0,-6.0,0.8,0.0,0.0,0.0,0.0
Ike Davis,2012,1B,2,3125000,156.0,584.0,118.0,0.227,60.0,26.0,0.0,32.0,0,0,0.43,0.246,0.331,7.5,74.0,4.12,0,0,0,0,0,0,0,0.0,0.0,0,0,0.771,0.0,2.0,-2.5,1222.33,8.0,-3.0,-2.6,0.0,0.0,0.0,0.0,156.0,584.0,118.0,0.227,60.0,26.0,0.0,32.0,10.4,24.1,0.43,0.246,0.331,7.5,74.0,4.12,28.9,68.0,44.5,60.3,83.8,74.6,11.3,0.0,0.0,0.0,0.0,0.771,0.0,2.0,-2.5,1222.33,8.0,-3.0,-2.6,0.0,0.0,0.0,0.0,1222.33,8.0,-3.0,-2.6,0.0,0.0,0.0,0.0
Jacoby Ellsbury,2012,CF,5,9000000,74.0,323.0,82.0,0.271,60.0,18.0,0.0,4.0,0,0,0.44,0.304,0.3,-3.8,33.0,-3.33,0,0,0,0,0,0,0,0.0,0.0,0,0,0.682,14.0,3.0,1.4,611.33,3.0,2.0,-0.3,0.0,0.0,0.0,0.0,74.0,323.0,82.0,0.271,60.0,18.0,0.0,4.0,5.9,13.3,0.44,0.304,0.3,-3.8,33.0,-3.33,26.8,63.8,44.5,79.0,91.9,87.8,5.4,0.0,0.0,0.0,0.0,0.682,14.0,3.0,1.4,611.33,3.0,2.0,-0.3,0.0,0.0,0.0,0.0,611.33,3.0,2.0,-0.3,0.0,0.0,0.0,0.0
Jarrod Saltalamacchia,2012,C,5,4500000,121.0,448.0,90.0,0.222,47.0,17.0,1.0,25.0,0,0,0.27,0.265,0.319,1.4,53.0,-7.07,0,0,0,0,0,0,0,0.0,0.0,0,0,0.742,0.0,1.0,-0.3,854.0,7.0,5.0,0.0,0.0,8.8,80.0,18.0,121.0,448.0,90.0,0.222,47.0,17.0,1.0,25.0,8.5,31.0,0.27,0.265,0.319,1.4,53.0,-7.07,31.6,73.3,48.7,56.8,78.0,69.9,14.7,0.0,0.0,0.0,0.0,0.742,0.0,1.0,-0.3,854.0,7.0,5.0,0.0,0.0,8.8,80.0,18.0,854.0,7.0,5.0,0.0,0.0,8.8,80.0,18.0
Jason Heyward,2012,RF,3,3650000,158.0,651.0,158.0,0.269,95.0,30.0,6.0,27.0,0,0,0.38,0.319,0.351,18.6,93.0,24.62,0,0,0,0,0,0,0,0.0,0.0,0,0,0.814,21.0,8.0,6.1,1355.67,5.0,17.0,11.799999999999999,0.0,0.0,0.0,0.0,158.0,651.0,158.0,0.269,95.0,30.0,6.0,27.0,8.9,23.3,0.38,0.319,0.351,18.6,93.0,24.62,32.1,67.0,46.4,65.1,82.5,75.4,11.4,0.0,0.0,0.0,0.0,0.814,21.0,8.0,6.1,1355.67,5.0,17.0,11.799999999999999,0.0,0.0,0.0,0.0,1355.67,5.0,17.0,11.799999999999999,0.0,0.0,0.0,0.0
Jed Lowrie,2012,SS,4,2400000,97.0,387.0,83.0,0.244,49.0,18.0,0.0,16.0,0,0,0.66,0.257,0.336,6.5,51.0,9.64,0,0,0,0,0,0,0,0.0,0.0,0,0,0.769,2.0,0.0,-0.6,773.33,8.0,-3.0,2.7,0.0,0.0,0.0,0.0,97.0,387.0,83.0,0.244,49.0,18.0,0.0,16.0,11.1,16.8,0.66,0.257,0.336,6.5,51.0,9.64,20.5,66.0,41.1,72.4,89.4,84.7,6.3,0.0,0.0,0.0,0.0,0.769,2.0,0.0,-0.6,773.33,8.0,-3.0,2.7,0.0,0.0,0.0,0.0,773.33,8.0,-3.0,2.7,0.0,0.0,0.0,0.0
Joaquin Arias,2012,3B,3,925000,112.0,344.0,86.0,0.27,63.0,13.0,5.0,5.0,0,0,0.3,0.295,0.296,-5.2,34.0,-9.87,0,0,0,0,0,0,0,0.0,0.0,0,0,0.693,5.0,1.0,0.1,749.3,9.0,-5.0,-1.9,0.0,0.0,0.0,0.0,112.0,344.0,86.0,0.27,63.0,13.0,5.0,5.0,3.8,12.8,0.3,0.295,0.296,-5.2,34.0,-9.87,39.3,65.6,51.5,72.7,91.4,83.7,8.3,0.0,0.0,0.0,0.0,0.693,5.0,1.0,0.1,749.3,9.0,-5.0,-1.9,0.0,0.0,0.0,0.0,749.3,9.0,-5.0,-1.9,0.0,0.0,0.0,0.0
John Jaso,2012,C,3,1800000,108.0,361.0,81.0,0.276,50.0,19.0,2.0,10.0,0,0,1.1,0.298,0.372,16.4,58.0,26.73,0,0,0,0,0,0,0,0.0,0.0,0,0,0.85,5.0,0.0,-0.1,343.33,0.0,-4.0,0.0,0.0,-5.8,27.0,7.0,108.0,361.0,81.0,0.276,50.0,19.0,2.0,10.0,15.5,14.1,1.1,0.298,0.372,16.4,58.0,26.73,20.7,61.5,38.2,71.7,90.3,84.5,5.9,0.0,0.0,0.0,0.0,0.85,5.0,0.0,-0.1,343.33,0.0,-4.0,0.0,0.0,-5.8,27.0,7.0,343.33,0.0,-4.0,0.0,0.0,-5.8,27.0,7.0
John Baker,2012,C,4,930000,63.0,214.0,46.0,0.238,38.0,8.0,0.0,0.0,0,0,0.49,0.303,0.266,-8.5,16.0,-5.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0.59,2.0,1.0,0.3,460.33,4.0,1.0,0.0,0.0,-0.6,49.0,9.0,63.0,214.0,46.0,0.238,38.0,8.0,0.0,0.0,9.3,19.2,0.49,0.303,0.266,-8.5,16.0,-5.5,25.3,69.3,44.7,62.2,90.9,81.8,8.0,0.0,0.0,0.0,0.0,0.59,2.0,1.0,0.3,460.33,4.0,1.0,0.0,0.0,-0.6,49.0,9.0,460.33,4.0,1.0,0.0,0.0,-0.6,49.0,9.0
Jonathan Herrera,2012,2B,3,900000,86.0,251.0,59.0,0.262,46.0,9.0,1.0,3.0,0,0,0.41,0.306,0.292,-4.6,24.0,-8.52,0,0,0,0,0,0,0,0.0,0.0,0,0,0.668,4.0,1.0,1.0,509.0,3.0,-6.0,1.2000000000000002,0.0,0.0,0.0,0.0,86.0,251.0,59.0,0.262,46.0,9.0,1.0,3.0,6.4,15.5,0.41,0.306,0.292,-4.6,24.0,-8.52,31.3,55.8,41.9,79.6,91.0,86.2,5.7,0.0,0.0,0.0,0.0,0.668,4.0,1.0,1.0,509.0,3.0,-6.0,1.2000000000000002,0.0,0.0,0.0,0.0,509.0,3.0,-6.0,1.2000000000000002,0.0,0.0,0.0,0.0
Kendrys Morales,2012,DH,5,5250000,134.0,522.0,132.0,0.273,83.0,26.0,1.0,22.0,0,0,0.27,0.315,0.339,10.0,70.0,15.67,0,0,0,0,0,0,0,0.0,0.0,0,0,0.787,0.0,1.0,-1.8,241.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,134.0,522.0,132.0,0.273,83.0,26.0,1.0,22.0,5.9,22.2,0.27,0.315,0.339,10.0,70.0,15.67,35.6,70.4,49.9,61.8,85.5,75.5,12.2,0.0,0.0,0.0,0.0,0.787,0.0,1.0,-1.8,241.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,241.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0
Kevin Frandsen,2012,2B,3,850000,55.0,210.0,66.0,0.338,51.0,10.0,3.0,2.0,0,0,0.5,0.366,0.362,8.0,32.0,2.61,0,0,0,0,0,0,0,0.0,0.0,0,0,0.834,0.0,1.0,-0.1,442.67,7.0,2.0,-1.2,0.0,0.0,0.0,0.0,55.0,210.0,66.0,0.338,51.0,10.0,3.0,2.0,4.3,8.6,0.5,0.366,0.362,8.0,32.0,2.61,31.0,62.3,45.6,78.6,93.2,87.9,5.5,0.0,0.0,0.0,0.0,0.834,0.0,1.0,-0.1,442.67,7.0,2.0,-1.2,0.0,0.0,0.0,0.0,442.67,7.0,2.0,-1.2,0.0,0.0,0.0,0.0
Kyle Blanks,2012,LF,3,605000,4.0,6.0,1.0,0.2,1.0,0.0,0.0,0.0,0,0,0.5,0.333,0.262,-0.3,0.0,-0.13,0,0,0,0,0,0,0,0.0,0.0,0,0,0.533,0.0,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.2,1.0,0.0,0.0,0.0,16.7,33.3,0.5,0.333,0.262,-0.3,0.0,-0.13,9.1,90.9,50.0,0.0,70.0,63.6,18.2,0.0,0.0,0.0,0.0,0.533,0.0,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Marson,2012,C,3,1000000,70.0,235.0,44.0,0.226,34.0,8.0,2.0,0.0,0,0,0.82,0.289,0.296,-3.7,23.0,-7.53,0,0,0,0,0,0,0,0.0,0.0,0,0,0.635,4.0,2.0,-0.7,555.67,2.0,-12.0,0.0,0.0,-10.3,67.0,11.0,70.0,235.0,44.0,0.226,34.0,8.0,2.0,0.0,15.3,18.7,0.82,0.289,0.296,-3.7,23.0,-7.53,14.5,56.8,35.9,57.1,86.1,80.3,7.0,0.0,0.0,0.0,0.0,0.635,4.0,2.0,-0.7,555.67,2.0,-12.0,0.0,0.0,-10.3,67.0,11.0,555.67,2.0,-12.0,0.0,0.0,-10.3,67.0,11.0
Luis Valbuena,2012,3B,2,930000,90.0,303.0,58.0,0.219,34.0,20.0,0.0,4.0,0,0,0.65,0.26,0.29,-6.1,28.0,-10.79,0,0,0,0,0,0,0,0.0,0.0,0,0,0.65,0.0,2.0,-2.1,654.3000000000001,7.0,4.0,11.6,0.0,0.0,0.0,0.0,90.0,303.0,58.0,0.219,34.0,20.0,0.0,4.0,11.9,18.2,0.65,0.26,0.29,-6.1,28.0,-10.79,27.0,63.0,41.6,75.6,87.5,82.9,7.1,0.0,0.0,0.0,0.0,0.65,0.0,2.0,-2.1,654.3000000000001,7.0,4.0,11.6,0.0,0.0,0.0,0.0,654.3000000000001,7.0,4.0,11.6,0.0,0.0,0.0,0.0
Matt Wieters,2012,C,3,5500000,144.0,593.0,131.0,0.249,80.0,27.0,1.0,23.0,0,0,0.54,0.274,0.331,7.7,75.0,11.74,0,0,0,0,0,0,0,0.0,0.0,0,0,0.764,3.0,0.0,-3.7,1188.67,10.0,13.0,0.0,0.0,4.9,51.0,32.0,144.0,593.0,131.0,0.249,80.0,27.0,1.0,23.0,10.1,18.9,0.54,0.274,0.331,7.7,75.0,11.74,32.2,67.5,46.4,68.9,87.1,79.6,9.4,0.0,0.0,0.0,0.0,0.764,3.0,0.0,-3.7,1188.67,10.0,13.0,0.0,0.0,4.9,51.0,32.0,1188.67,10.0,13.0,0.0,0.0,4.9,51.0,32.0
Matt Joyce,2012,OF,3,2450000,124.0,462.0,96.0,0.241,58.0,18.0,3.0,17.0,0,0,0.54,0.281,0.335,7.5,60.0,10.29,0,0,0,0,0,0,0,0.0,0.0,0,0,0.769,4.0,3.0,2.6,957.33,2.0,4.0,-2.1,0.0,0.0,0.0,0.0,124.0,462.0,96.0,0.241,58.0,18.0,3.0,17.0,11.9,22.1,0.54,0.281,0.335,7.5,60.0,10.29,25.4,66.0,42.1,64.7,83.0,76.6,9.8,0.0,0.0,0.0,0.0,0.769,4.0,3.0,2.6,957.33,2.0,4.0,-2.1,0.0,0.0,0.0,0.0,957.33,2.0,4.0,-2.1,0.0,0.0,0.0,0.0
Neil Walker,2012,2B,2,3300000,129.0,530.0,132.0,0.28,91.0,27.0,0.0,14.0,0,0,0.45,0.326,0.334,8.1,69.0,15.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0.768,7.0,5.0,2.0,1068.67,9.0,-4.0,-3.3,0.0,0.0,0.0,0.0,129.0,530.0,132.0,0.28,91.0,27.0,0.0,14.0,8.9,19.6,0.45,0.326,0.334,8.1,69.0,15.6,33.6,63.5,45.5,71.4,90.5,82.0,8.2,0.0,0.0,0.0,0.0,0.768,7.0,5.0,2.0,1068.67,9.0,-4.0,-3.3,0.0,0.0,0.0,0.0,1068.67,9.0,-4.0,-3.3,0.0,0.0,0.0,0.0
Nolan Reimold,2012,OF,3,1000000,16.0,69.0,21.0,0.313,10.0,6.0,0.0,5.0,0,0,0.14,0.333,0.407,5.1,13.0,5.98,0,0,0,0,0,0,0,0.0,0.0,0,0,0.96,1.0,0.0,1.4,126.0,3.0,-1.0,-1.8,0.0,0.0,0.0,0.0,16.0,69.0,21.0,0.313,10.0,6.0,0.0,5.0,2.9,20.3,0.14,0.333,0.407,5.1,13.0,5.98,25.9,67.5,47.9,72.4,84.7,81.6,8.8,0.0,0.0,0.0,0.0,0.96,1.0,0.0,1.4,126.0,3.0,-1.0,-1.8,0.0,0.0,0.0,0.0,126.0,3.0,-1.0,-1.8,0.0,0.0,0.0,0.0
Paul Janish,2012,SS,3,725000,55.0,186.0,31.0,0.186,24.0,6.0,1.0,0.0,0,0,0.57,0.226,0.234,-12.1,9.0,-10.41,0,0,0,0,0,0,0,0.0,0.0,0,0,0.502,1.0,0.0,-1.4,450.33,2.0,4.0,1.1,0.0,0.0,0.0,0.0,55.0,186.0,31.0,0.186,24.0,6.0,1.0,0.0,9.1,16.1,0.57,0.226,0.234,-12.1,9.0,-10.41,23.1,66.6,44.4,74.4,93.3,88.3,5.2,0.0,0.0,0.0,0.0,0.502,1.0,0.0,-1.4,450.33,2.0,4.0,1.1,0.0,0.0,0.0,0.0,450.33,2.0,4.0,1.1,0.0,0.0,0.0,0.0
Rajai Davis,2012,OF,5,2500000,142.0,487.0,115.0,0.257,80.0,24.0,3.0,8.0,0,0,0.28,0.314,0.299,-6.3,49.0,-6.89,0,0,0,0,0,0,0,0.0,0.0,0,0,0.687,46.0,13.0,2.8,1037.67,8.0,3.0,-0.6,0.0,0.0,0.0,0.0,142.0,487.0,115.0,0.257,80.0,24.0,3.0,8.0,6.0,20.9,0.28,0.314,0.299,-6.3,49.0,-6.89,35.3,65.0,49.1,63.6,86.8,77.8,10.8,0.0,0.0,0.0,0.0,0.687,46.0,13.0,2.8,1037.67,8.0,3.0,-0.6,0.0,0.0,0.0,0.0,1037.67,8.0,3.0,-0.6,0.0,0.0,0.0,0.0
Roger Bernadina,2012,OF,3,1212000,129.0,261.0,66.0,0.291,50.0,11.0,0.0,5.0,0,0,0.53,0.359,0.341,5.5,35.0,5.36,0,0,0,0,0,0,0,0.0,0.0,0,0,0.777,15.0,3.0,0.3,503.20000000000005,0.0,-1.0,0.8999999999999999,0.0,0.0,0.0,0.0,129.0,261.0,66.0,0.291,50.0,11.0,0.0,5.0,10.7,20.3,0.53,0.359,0.341,5.5,35.0,5.36,27.8,61.6,42.3,66.2,86.6,78.9,8.8,0.0,0.0,0.0,0.0,0.777,15.0,3.0,0.3,503.20000000000005,0.0,-1.0,0.8999999999999999,0.0,0.0,0.0,0.0,503.20000000000005,0.0,-1.0,0.8999999999999999,0.0,0.0,0.0,0.0
Ryan Roberts,2012,3B,3,2950000,143.0,489.0,103.0,0.235,72.0,19.0,0.0,12.0,0,0,0.43,0.267,0.288,-10.5,45.0,-14.92,0,0,0,0,0,0,0,0.0,0.0,0,0,0.656,10.0,6.0,-0.4,1027.3000000000002,9.0,9.0,3.8,0.0,0.0,0.0,0.0,143.0,489.0,103.0,0.235,72.0,19.0,0.0,12.0,8.2,18.8,0.43,0.267,0.288,-10.5,45.0,-14.92,27.1,66.4,45.3,63.9,89.5,81.3,8.5,0.0,0.0,0.0,0.0,0.656,10.0,6.0,-0.4,1027.3000000000002,9.0,9.0,3.8,0.0,0.0,0.0,0.0,1027.3000000000002,9.0,9.0,3.8,0.0,0.0,0.0,0.0
Sam Fuld,2012,OF,2,725000,44.0,107.0,25.0,0.255,20.0,3.0,2.0,0.0,0,0,0.57,0.298,0.289,-2.3,10.0,-2.64,0,0,0,0,0,0,0,0.0,0.0,0,0,0.644,7.0,2.0,1.2,232.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,44.0,107.0,25.0,0.255,20.0,3.0,2.0,0.0,7.5,13.1,0.57,0.298,0.289,-2.3,10.0,-2.64,22.7,53.8,37.0,75.5,98.1,90.6,3.5,0.0,0.0,0.0,0.0,0.644,7.0,2.0,1.2,232.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,232.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0
Sean Rodriguez,2012,2B,3,1000000,112.0,342.0,64.0,0.213,43.0,14.0,1.0,6.0,0,0,0.36,0.26,0.269,-12.6,26.0,-14.78,0,0,0,0,0,0,0,0.0,0.0,0,0,0.607,5.0,0.0,1.8,801.0,18.0,5.0,-2.0,0.0,0.0,0.0,0.0,112.0,342.0,64.0,0.213,43.0,14.0,1.0,6.0,7.9,21.9,0.36,0.26,0.269,-12.6,26.0,-14.78,30.8,65.4,47.7,56.2,81.8,73.3,12.6,0.0,0.0,0.0,0.0,0.607,5.0,0.0,1.8,801.0,18.0,5.0,-2.0,0.0,0.0,0.0,0.0,801.0,18.0,5.0,-2.0,0.0,0.0,0.0,0.0
Seth Smith,2012,OF,4,3675000,125.0,441.0,92.0,0.24,53.0,23.0,2.0,14.0,0,0,0.51,0.285,0.325,3.5,54.0,4.48,0,0,0,0,0,0,0,0.0,0.0,0,0,0.754,2.0,2.0,2.5,514.3000000000001,2.0,2.0,1.4,0.0,0.0,0.0,0.0,125.0,441.0,92.0,0.24,53.0,23.0,2.0,14.0,11.3,22.2,0.51,0.285,0.325,3.5,54.0,4.48,28.8,64.4,43.5,70.1,81.9,77.3,9.7,0.0,0.0,0.0,0.0,0.754,2.0,2.0,2.5,514.3000000000001,2.0,2.0,1.4,0.0,0.0,0.0,0.0,514.3000000000001,2.0,2.0,1.4,0.0,0.0,0.0,0.0
Shin-Soo Choo,2012,RF,5,7375000,155.0,686.0,169.0,0.283,108.0,43.0,2.0,16.0,0,0,0.49,0.353,0.359,24.1,102.0,22.62,0,0,0,0,0,0,0,0.0,0.0,0,0,0.815,21.0,7.0,-1.8,1331.67,2.0,-10.0,-8.4,0.0,0.0,0.0,0.0,155.0,686.0,169.0,0.283,108.0,43.0,2.0,16.0,10.6,21.9,0.49,0.353,0.359,24.1,102.0,22.62,23.4,65.9,42.3,59.8,83.3,76.1,10.1,0.0,0.0,0.0,0.0,0.815,21.0,7.0,-1.8,1331.67,2.0,-10.0,-8.4,0.0,0.0,0.0,0.0,1331.67,2.0,-10.0,-8.4,0.0,0.0,0.0,0.0
Taylor Teagarden,2012,C,3,650000,22.0,64.0,9.0,0.158,4.0,3.0,0.0,2.0,0,0,0.22,0.219,0.24,-3.9,3.0,-0.54,0,0,0,0,0,0,0,0.0,0.0,0,0,0.542,0.0,0.0,-1.4,152.0,0.0,-2.0,0.0,0.0,-0.9,6.0,2.0,22.0,64.0,9.0,0.158,4.0,3.0,0.0,2.0,7.8,35.9,0.22,0.219,0.24,-3.9,3.0,-0.54,23.4,66.1,43.7,57.6,71.4,67.5,14.2,0.0,0.0,0.0,0.0,0.542,0.0,0.0,-1.4,152.0,0.0,-2.0,0.0,0.0,-0.9,6.0,2.0,152.0,0.0,-2.0,0.0,0.0,-0.9,6.0,2.0
Tyler Colvin,2012,OF,2,2275000,136.0,452.0,122.0,0.29,67.0,27.0,10.0,18.0,0,0,0.18,0.364,0.365,18.2,70.0,13.08,0,0,0,0,0,0,0,0.0,0.0,0,0,0.858,7.0,3.0,1.2,890.3,5.0,3.0,1.4,0.0,0.0,0.0,0.0,136.0,452.0,122.0,0.29,67.0,27.0,10.0,18.0,4.6,25.9,0.18,0.364,0.365,18.2,70.0,13.08,37.1,69.3,50.8,61.1,80.9,72.6,13.9,0.0,0.0,0.0,0.0,0.858,7.0,3.0,1.2,890.3,5.0,3.0,1.4,0.0,0.0,0.0,0.0,890.3,5.0,3.0,1.4,0.0,0.0,0.0,0.0
Will Venable,2012,OF,3,2675000,148.0,470.0,110.0,0.264,67.0,26.0,8.0,9.0,0,0,0.44,0.32,0.332,6.4,60.0,19.58,0,0,0,0,0,0,0,0.0,0.0,0,0,0.765,24.0,6.0,1.6,931.67,7.0,-3.0,-1.2,0.0,0.0,0.0,0.0,148.0,470.0,110.0,0.264,67.0,26.0,8.0,9.0,8.7,20.0,0.44,0.32,0.332,6.4,60.0,19.58,32.4,67.9,47.2,68.4,84.3,77.9,10.4,0.0,0.0,0.0,0.0,0.765,24.0,6.0,1.6,931.67,7.0,-3.0,-1.2,0.0,0.0,0.0,0.0,931.67,7.0,-3.0,-1.2,0.0,0.0,0.0,0.0
A.J. Ellis,2013,C,3,3550000,115.0,448.0,93.0,0.238,65.0,17.0,1.0,10.0,0,0,0.58,0.269,0.304,-3.6,45.0,-1.21,0,0,0,0,0,0,0,0.0,0.0,0,0,0.682,0.0,2.0,0.6,972.33,3.0,-4.0,0.0,0.0,-2.3,35.0,28.0,115.0,448.0,93.0,0.238,65.0,17.0,1.0,10.0,10.0,17.4,0.58,0.269,0.304,-3.6,45.0,-1.21,18.7,57.4,37.4,73.5,90.4,86.0,5.2,0.0,0.0,0.0,0.0,0.682,0.0,2.0,0.6,972.33,3.0,-4.0,0.0,0.0,-2.3,35.0,28.0,972.33,3.0,-4.0,0.0,0.0,-2.3,35.0,28.0
Adam Rosales,2013,2B,4,750000,68.0,166.0,28.0,0.19,18.0,5.0,0.0,5.0,0,0,0.29,0.211,0.261,-6.9,11.0,-14.19,0,0,0,0,0,0,0,0.0,0.0,0,0,0.586,0.0,0.0,1.7,354.3,7.0,-2.0,-1.4,0.0,0.0,0.0,0.0,68.0,166.0,28.0,0.19,18.0,5.0,0.0,5.0,6.0,20.5,0.29,0.211,0.261,-6.9,11.0,-14.19,29.7,59.5,43.3,68.1,82.4,77.0,9.9,0.0,0.0,0.0,0.0,0.586,0.0,0.0,1.7,354.3,7.0,-2.0,-1.4,0.0,0.0,0.0,0.0,354.3,7.0,-2.0,-1.4,0.0,0.0,0.0,0.0
Alejandro De Aza,2013,OF,4,4250000,153.0,675.0,160.0,0.264,112.0,27.0,4.0,17.0,0,0,0.34,0.318,0.32,3.5,77.0,-0.54,0,0,0,0,0,0,0,0.0,0.0,0,0,0.728,20.0,8.0,3.5,1314.4,8.0,-15.0,-3.7,0.0,0.0,0.0,0.0,153.0,675.0,160.0,0.264,112.0,27.0,4.0,17.0,7.4,21.8,0.34,0.318,0.32,3.5,77.0,-0.54,26.4,63.5,43.1,63.1,89.7,80.7,8.3,0.0,0.0,0.0,0.0,0.728,20.0,8.0,3.5,1314.4,8.0,-15.0,-3.7,0.0,0.0,0.0,0.0,1314.4,8.0,-15.0,-3.7,0.0,0.0,0.0,0.0
Alex Avila,2013,C,4,4150000,102.0,379.0,75.0,0.227,49.0,14.0,1.0,11.0,0,0,0.39,0.305,0.31,-1.2,40.0,-5.41,0,0,0,0,0,0,0,0.0,0.0,0,0,0.693,0.0,0.0,-0.7,836.67,6.0,-3.0,0.0,0.0,4.8,73.0,15.0,102.0,379.0,75.0,0.227,49.0,14.0,1.0,11.0,11.6,29.6,0.39,0.305,0.31,-1.2,40.0,-5.41,20.8,67.9,41.4,45.6,82.4,71.9,11.6,0.0,0.0,0.0,0.0,0.693,0.0,0.0,-0.7,836.67,6.0,-3.0,0.0,0.0,4.8,73.0,15.0,836.67,6.0,-3.0,0.0,0.0,4.8,73.0,15.0
