Name,Prev. Season,Position,Service Time,Salary,G_x,PA_x,H_x,AVG_x,1B_x,2B_x,3B_x,HR_x,BB%_x,K%_x,BB/K_x,BABIP_x,wOBA_x,wRAA_x,wRC_x,RE24_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,SwStr%_x,EV_x,LA_x,HardHit%_x,Barrel%_x,OPS_x,SB_run,CS_run,UBR_x,Inn_x,E_x,DRS_x,UZR_x,RAA_x,FRM_x,SB_def,CS_def,G_y,PA_y,H_y,AVG_y,1B_y,2B_y,3B_y,HR_y,BB%_y,K%_y,BB/K_y,BABIP_y,wOBA_y,wRAA_y,wRC_y,RE24_y,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,SwStr%_y,EV_y,LA_y,HardHit%_y,Barrel%_y,OPS_y,SB_run,CS_run,UBR_y,Inn_y,E_y,DRS_y,UZR_y,RAA_y,FRM_y,SB_def,CS_def,Inn,E,DRS,UZR,RAA,FRM,SB_def,CS_def
Greg Bird,2018,1B,3,1200000,82.0,311.0,54.0,0.199,26.0,16.0,1.0,11.0,0,0,0.38,0.23,0.291,-5.9,30.0,-10.28,0,0,0,0,0,0,0,87.9,19.6,0,0,0.672,0.0,0.0,-0.2,625.67,2.0,2.0,2.4,1.0,0.0,0.0,0.0,82.0,311.0,54.0,0.199,26.0,16.0,1.0,11.0,9.6,25.1,0.38,0.23,0.291,-5.9,30.0,-10.28,28.2,67.2,45.5,61.1,84.4,76.4,10.8,87.9,19.6,33.3,10.6,0.672,0.0,0.0,-0.2,625.67,2.0,2.0,2.4,1.0,0.0,0.0,0.0,625.67,2.0,2.0,2.4,1.0,0.0,0.0,0.0
Michael Conforto,2018,LF,3,4025000,153.0,638.0,132.0,0.243,78.0,25.0,1.0,28.0,0,0,0.53,0.289,0.342,14.4,89.0,20.45,0,0,0,0,0,0,0,88.0,12.5,0,0,0.797,3.0,4.0,0.9,1270.4,3.0,-5.0,-3.5,3.0,0.0,0.0,0.0,153.0,638.0,132.0,0.243,78.0,25.0,1.0,28.0,13.2,24.9,0.53,0.289,0.342,14.4,89.0,20.45,27.6,65.1,43.2,58.7,84.0,74.5,11.0,88.0,12.5,36.6,8.5,0.797,3.0,4.0,0.9,1270.4,3.0,-5.0,-3.5,3.0,0.0,0.0,0.0,1270.4,3.0,-5.0,-3.5,3.0,0.0,0.0,0.0
Travis d'Arnaud,2018,C,5,3515000,4.0,16.0,3.0,0.2,2.0,0.0,0.0,1.0,0,0,0.2,0.222,0.28,-0.5,1.0,-0.35,0,0,0,0,0,0,0,94.2,20.5,0,0,0.65,0.0,0.0,-0.1,39.0,1.0,-1.0,0.0,0.0,1.1,7.0,1.0,4.0,16.0,3.0,0.2,2.0,0.0,0.0,1.0,6.3,31.3,0.2,0.222,0.28,-0.5,1.0,-0.35,28.1,76.0,49.1,66.7,84.2,78.6,10.5,94.2,20.5,50.0,20.0,0.65,0.0,0.0,-0.1,39.0,1.0,-1.0,0.0,0.0,1.1,7.0,1.0,39.0,1.0,-1.0,0.0,0.0,1.1,7.0,1.0
Khris Davis,2018,LF,5,16500000,151.0,654.0,142.0,0.247,65.0,28.0,1.0,48.0,0,0,0.34,0.261,0.365,27.0,103.0,32.16,0,0,0,0,0,0,0,92.5,18.1,0,0,0.874,0.0,0.0,-3.1,86.0,0.0,-5.0,-3.0,-3.0,0.0,0.0,0.0,151.0,654.0,142.0,0.247,65.0,28.0,1.0,48.0,9.0,26.8,0.34,0.261,0.365,27.0,103.0,32.16,27.8,78.4,49.3,49.1,77.7,68.5,15.6,92.5,18.1,47.5,16.7,0.874,0.0,0.0,-3.1,86.0,0.0,-5.0,-3.0,-3.0,0.0,0.0,0.0,86.0,0.0,-5.0,-3.0,-3.0,0.0,0.0,0.0
Marcus Semien,2018,SS,4,5900000,159.0,703.0,161.0,0.255,109.0,35.0,2.0,15.0,0,0,0.47,0.296,0.307,-4.1,78.0,-6.69,0,0,0,0,0,0,0,86.8,15.5,0,0,0.706,14.0,6.0,1.3,1423.67,20.0,11.0,8.3,1.0,0.0,0.0,0.0,159.0,703.0,161.0,0.255,109.0,35.0,2.0,15.0,8.7,18.6,0.47,0.296,0.307,-4.1,78.0,-6.69,26.2,67.1,43.8,67.2,88.3,81.1,8.3,86.8,15.5,32.0,4.3,0.706,14.0,6.0,1.3,1423.67,20.0,11.0,8.3,1.0,0.0,0.0,0.0,1423.67,20.0,11.0,8.3,1.0,0.0,0.0,0.0
Jurickson Profar,2018,LF,4,3600000,146.0,594.0,133.0,0.254,72.0,35.0,6.0,20.0,0,0,0.61,0.269,0.341,12.8,82.0,14.8,0,0,0,0,0,0,0,87.3,12.4,0,0,0.793,10.0,0.0,1.5,1207.4,25.0,-16.0,-3.5,-12.0,0.0,0.0,0.0,146.0,594.0,133.0,0.254,72.0,35.0,6.0,20.0,9.1,14.8,0.61,0.269,0.341,12.8,82.0,14.8,33.3,68.7,48.4,72.1,89.4,82.6,8.4,87.3,12.4,31.8,4.3,0.793,10.0,0.0,1.5,1207.4,25.0,-16.0,-3.5,-12.0,0.0,0.0,0.0,1207.4,25.0,-16.0,-3.5,-12.0,0.0,0.0,0.0
Mark Canha,2018,1B,3,2050000,122.0,411.0,91.0,0.249,52.0,22.0,0.0,17.0,0,0,0.39,0.282,0.334,6.5,54.0,6.74,0,0,0,0,0,0,0,87.0,15.5,0,0,0.778,1.0,2.0,0.8,878.4,0.0,-4.0,1.7000000000000002,-1.0,0.0,0.0,0.0,122.0,411.0,91.0,0.249,52.0,22.0,0.0,17.0,8.3,21.4,0.39,0.282,0.334,6.5,54.0,6.74,31.1,61.0,44.0,73.4,87.0,81.5,8.1,87.0,15.5,34.4,8.6,0.778,1.0,2.0,0.8,878.4,0.0,-4.0,1.7000000000000002,-1.0,0.0,0.0,0.0,878.4,0.0,-4.0,1.7000000000000002,-1.0,0.0,0.0,0.0
Josh Phegley,2018,C,4,1075000,39.0,102.0,19.0,0.204,10.0,7.0,0.0,2.0,0,0,0.22,0.258,0.259,-4.6,7.0,-3.48,0,0,0,0,0,0,0,84.9,14.4,0,0,0.599,0.0,0.0,0.0,247.33,1.0,-1.0,0.0,0.0,-1.2,13.0,7.0,39.0,102.0,19.0,0.204,10.0,7.0,0.0,2.0,5.9,26.5,0.22,0.258,0.259,-4.6,7.0,-3.48,34.3,64.5,46.1,65.4,86.7,77.1,10.6,84.9,14.4,22.1,2.9,0.599,0.0,0.0,0.0,247.33,1.0,-1.0,0.0,0.0,-1.2,13.0,7.0,247.33,1.0,-1.0,0.0,0.0,-1.2,13.0,7.0
Cesar Hernandez,2018,2B,4,7750000,161.0,708.0,153.0,0.253,120.0,15.0,3.0,15.0,0,0,0.61,0.315,0.32,3.2,86.0,15.38,0,0,0,0,0,0,0,85.8,11.5,0,0,0.718,19.0,6.0,0.4,1349.67,12.0,-5.0,-3.1,-4.0,0.0,0.0,0.0,161.0,708.0,153.0,0.253,120.0,15.0,3.0,15.0,13.4,21.9,0.61,0.315,0.32,3.2,86.0,15.38,20.3,58.7,37.6,60.0,89.7,80.9,7.2,85.8,11.5,27.8,3.5,0.718,19.0,6.0,0.4,1349.67,12.0,-5.0,-3.1,-4.0,0.0,0.0,0.0,1349.67,12.0,-5.0,-3.1,-4.0,0.0,0.0,0.0
Maikel Franco,2018,3B,3,5200000,131.0,465.0,117.0,0.27,77.0,17.0,1.0,22.0,0,0,0.47,0.27,0.328,5.2,59.0,-1.95,0,0,0,0,0,0,0,88.1,9.7,0,0,0.78,1.0,0.0,-0.7,965.67,15.0,-10.0,-5.0,-4.0,0.0,0.0,0.0,131.0,465.0,117.0,0.27,77.0,17.0,1.0,22.0,6.2,13.3,0.47,0.27,0.328,5.2,59.0,-1.95,35.4,73.9,51.8,68.9,87.1,79.9,10.4,88.1,9.7,34.0,6.1,0.78,1.0,0.0,-0.7,965.67,15.0,-10.0,-5.0,-4.0,0.0,0.0,0.0,965.67,15.0,-10.0,-5.0,-4.0,0.0,0.0,0.0
Aaron Altherr,2018,OF,3,1350000,105.0,285.0,44.0,0.181,24.0,11.0,1.0,8.0,0,0,0.4,0.247,0.282,-7.6,26.0,-6.44,0,0,0,0,0,0,0,90.4,10.2,0,0,0.628,3.0,2.0,0.7,524.67,1.0,-1.0,-0.8,1.0,0.0,0.0,0.0,105.0,285.0,44.0,0.181,24.0,11.0,1.0,8.0,12.6,31.9,0.4,0.247,0.282,-7.6,26.0,-6.44,26.9,68.5,44.8,41.8,83.3,69.1,13.9,90.4,10.2,45.5,9.7,0.628,3.0,2.0,0.7,524.67,1.0,-1.0,-0.8,1.0,0.0,0.0,0.0,524.67,1.0,-1.0,-0.8,1.0,0.0,0.0,0.0
Corey Dickerson,2018,LF,5,8500000,135.0,533.0,151.0,0.3,96.0,35.0,7.0,13.0,0,0,0.26,0.333,0.341,11.2,74.0,-2.67,0,0,0,0,0,0,0,87.9,15.1,0,0,0.804,8.0,3.0,-1.4,1057.33,1.0,15.0,8.6,8.0,0.0,0.0,0.0,135.0,533.0,151.0,0.3,96.0,35.0,7.0,13.0,3.9,15.0,0.26,0.333,0.341,11.2,74.0,-2.67,45.3,79.5,59.3,73.8,85.8,80.4,11.6,87.9,15.1,31.5,5.4,0.804,8.0,3.0,-1.4,1057.33,1.0,15.0,8.6,8.0,0.0,0.0,0.0,1057.33,1.0,15.0,8.6,8.0,0.0,0.0,0.0
Travis Jankowski,2018,CF,2,11650000,117.0,387.0,90.0,0.259,71.0,12.0,3.0,4.0,0,0,0.51,0.319,0.303,-3.8,41.0,-4.29,0,0,0,0,0,0,0,85.6,3.3,0,0,0.678,24.0,7.0,1.4,758.4,2.0,4.0,1.5,8.0,0.0,0.0,0.0,117.0,387.0,90.0,0.259,71.0,12.0,3.0,4.0,9.6,18.9,0.51,0.319,0.303,-3.8,41.0,-4.29,21.7,60.9,39.9,65.9,91.9,84.3,6.3,85.6,3.3,18.8,0.7,0.678,24.0,7.0,1.4,758.4,2.0,4.0,1.5,8.0,0.0,0.0,0.0,758.4,2.0,4.0,1.5,8.0,0.0,0.0,0.0
Austin Hedges,2018,C,2,2060000,91.0,326.0,70.0,0.231,40.0,14.0,2.0,14.0,0,0,0.23,0.28,0.301,-3.5,35.0,-9.35,0,0,0,0,0,0,0,85.6,16.1,0,0,0.711,3.0,0.0,-1.3,725.0,11.0,10.0,0.0,0.0,12.6,45.0,13.0,91.0,326.0,70.0,0.231,40.0,14.0,2.0,14.0,6.4,27.6,0.23,0.28,0.301,-3.5,35.0,-9.35,36.3,66.3,49.0,59.6,84.1,73.6,12.9,85.6,16.1,29.9,6.5,0.711,3.0,0.0,-1.3,725.0,11.0,10.0,0.0,0.0,12.6,45.0,13.0,725.0,11.0,10.0,0.0,0.0,12.6,45.0,13.0
Greg Garcia,2018,SS,3,910000,114.0,208.0,40.0,0.221,31.0,6.0,0.0,3.0,0,0,0.54,0.259,0.276,-6.6,18.0,-8.9,0,0,0,0,0,0,0,84.3,11.8,0,0,0.613,3.0,1.0,0.6,349.3,5.0,-1.0,2.0,-2.0,0.0,0.0,0.0,114.0,208.0,40.0,0.221,31.0,6.0,0.0,3.0,9.6,17.8,0.54,0.259,0.276,-6.6,18.0,-8.9,22.1,62.6,41.4,72.0,90.0,84.9,6.2,84.3,11.8,25.2,2.0,0.613,3.0,1.0,0.6,349.3,5.0,-1.0,2.0,-2.0,0.0,0.0,0.0,349.3,5.0,-1.0,2.0,-2.0,0.0,0.0,0.0
Domingo Santana,2018,RF,3,1950000,85.0,235.0,56.0,0.265,36.0,14.0,1.0,5.0,0,0,0.26,0.386,0.319,0.9,28.0,-2.69,0,0,0,0,0,0,0,89.1,11.7,0,0,0.74,1.0,1.0,0.0,433.33,1.0,6.0,2.7,2.0,0.0,0.0,0.0,85.0,235.0,56.0,0.265,36.0,14.0,1.0,5.0,8.5,32.8,0.26,0.386,0.319,0.9,28.0,-2.69,30.9,71.8,47.2,48.2,78.2,66.4,15.8,89.1,11.7,38.7,10.2,0.74,1.0,1.0,0.0,433.33,1.0,6.0,2.7,2.0,0.0,0.0,0.0,433.33,1.0,6.0,2.7,2.0,0.0,0.0,0.0
Joe Panik,2018,2B,4,3850000,102.0,392.0,91.0,0.254,72.0,14.0,1.0,4.0,0,0,0.87,0.265,0.28,-11.2,35.0,-9.8,0,0,0,0,0,0,0,86.6,9.7,0,0,0.639,4.0,2.0,-0.3,803.3000000000001,6.0,-4.0,0.2,2.0,0.0,0.0,0.0,102.0,392.0,91.0,0.254,72.0,14.0,1.0,4.0,6.6,7.7,0.87,0.265,0.28,-11.2,35.0,-9.8,21.7,65.6,42.1,78.0,96.0,91.1,3.8,86.6,9.7,29.1,2.1,0.639,4.0,2.0,-0.3,803.3000000000001,6.0,-4.0,0.2,2.0,0.0,0.0,0.0,803.3000000000001,6.0,-4.0,0.2,2.0,0.0,0.0,0.0
Marcell Ozuna,2018,LF,5,12250000,148.0,628.0,163.0,0.28,122.0,16.0,2.0,23.0,0,0,0.35,0.309,0.327,6.1,79.0,7.48,0,0,0,0,0,0,0,91.4,10.8,0,0,0.758,3.0,0.0,3.1,1283.33,4.0,3.0,4.0,-1.0,0.0,0.0,0.0,148.0,628.0,163.0,0.28,122.0,16.0,2.0,23.0,6.1,17.5,0.35,0.309,0.327,6.1,79.0,7.48,32.5,72.8,48.4,61.3,87.0,76.6,11.3,91.4,10.8,44.4,9.2,0.758,3.0,0.0,3.1,1283.33,4.0,3.0,4.0,-1.0,0.0,0.0,0.0,1283.33,4.0,3.0,4.0,-1.0,0.0,0.0,0.0
Mike Zunino,2018,C,4,4412500,113.0,405.0,75.0,0.201,37.0,18.0,0.0,20.0,0,0,0.16,0.268,0.288,-8.9,38.0,-18.61,0,0,0,0,0,0,0,89.5,18.0,0,0,0.669,0.0,0.0,-2.5,921.67,2.0,11.0,0.0,0.0,6.9,34.0,18.0,113.0,405.0,75.0,0.201,37.0,18.0,0.0,20.0,5.9,37.0,0.16,0.268,0.288,-8.9,38.0,-18.61,33.4,70.5,49.2,47.1,75.5,64.5,17.5,89.5,18.0,44.9,13.3,0.669,0.0,0.0,-2.5,921.67,2.0,11.0,0.0,0.0,6.9,34.0,18.0,921.67,2.0,11.0,0.0,0.0,6.9,34.0,18.0
Matt Duffy,2018,SS,4,2675000,132.0,560.0,148.0,0.294,121.0,22.0,1.0,4.0,0,0,0.51,0.353,0.323,3.9,69.0,3.6,0,0,0,0,0,0,0,86.8,4.8,0,0,0.727,12.0,6.0,-3.4,1063.33,13.0,0.0,3.6,-2.0,0.0,0.0,0.0,132.0,560.0,148.0,0.294,121.0,22.0,1.0,4.0,8.4,16.6,0.51,0.353,0.323,3.9,69.0,3.6,29.8,67.8,46.3,70.1,92.5,84.3,7.3,86.8,4.8,27.8,1.2,0.727,12.0,6.0,-3.4,1063.33,13.0,0.0,3.6,-2.0,0.0,0.0,0.0,1063.33,13.0,0.0,3.6,-2.0,0.0,0.0,0.0
Tommy Pham,2018,CF,3,4100000,137.0,570.0,136.0,0.275,91.0,18.0,6.0,21.0,0,0,0.48,0.342,0.359,20.5,87.0,9.58,0,0,0,0,0,0,0,92.9,6.6,0,0,0.83,15.0,7.0,4.1,1106.67,5.0,-2.0,-0.19999999999999996,1.0,0.0,0.0,0.0,137.0,570.0,136.0,0.275,91.0,18.0,6.0,21.0,11.8,24.6,0.48,0.342,0.359,20.5,87.0,9.58,23.0,61.2,39.7,54.8,87.4,76.8,9.2,92.9,6.6,49.6,9.5,0.83,15.0,7.0,4.1,1106.67,5.0,-2.0,-0.19999999999999996,1.0,0.0,0.0,0.0,1106.67,5.0,-2.0,-0.19999999999999996,1.0,0.0,0.0,0.0
Nomar Mazara,2018,RF,3,3300000,128.0,536.0,126.0,0.258,80.0,25.0,1.0,20.0,0,0,0.34,0.298,0.324,3.9,67.0,-0.63,0,0,0,0,0,0,0,90.5,5.3,0,0,0.753,1.0,0.0,-0.3,993.0,2.0,-7.0,2.0999999999999996,-7.0,0.0,0.0,0.0,128.0,536.0,126.0,0.258,80.0,25.0,1.0,20.0,7.5,21.6,0.34,0.298,0.324,3.9,67.0,-0.63,33.5,64.1,46.1,64.3,85.2,76.3,10.9,90.5,5.3,43.1,8.0,0.753,1.0,0.0,-0.3,993.0,2.0,-7.0,2.0999999999999996,-7.0,0.0,0.0,0.0,993.0,2.0,-7.0,2.0999999999999996,-7.0,0.0,0.0,0.0
Delino DeShields,2018,C,3,1400000,106.0,393.0,72.0,0.216,55.0,14.0,1.0,2.0,0,0,0.52,0.28,0.271,-14.0,32.0,-10.84,0,0,0,0,0,0,0,84.3,7.9,0,0,0.591,20.0,4.0,0.4,829.33,7.0,8.0,3.4,10.0,0.0,0.0,0.0,106.0,393.0,72.0,0.216,55.0,14.0,1.0,2.0,10.9,21.1,0.52,0.28,0.271,-14.0,32.0,-10.84,23.4,58.3,38.9,64.2,89.5,81.1,7.4,84.3,7.9,14.4,0.4,0.591,20.0,4.0,0.4,829.33,7.0,8.0,3.4,10.0,0.0,0.0,0.0,829.33,7.0,8.0,3.4,10.0,0.0,0.0,0.0
Kevin Pillar,2018,CF,4,5800000,142.0,542.0,129.0,0.252,72.0,40.0,2.0,15.0,0,0,0.18,0.281,0.302,-5.7,58.0,-8.21,0,0,0,0,0,0,0,87.3,16.8,0,0,0.708,14.0,3.0,2.1,1172.33,6.0,-3.0,2.3,2.0,0.0,0.0,0.0,142.0,542.0,129.0,0.252,72.0,40.0,2.0,15.0,3.3,18.1,0.18,0.281,0.302,-5.7,58.0,-8.21,43.5,67.9,53.8,66.6,90.0,79.0,11.3,87.3,16.8,36.4,5.0,0.708,14.0,3.0,2.1,1172.33,6.0,-3.0,2.3,2.0,0.0,0.0,0.0,1172.33,6.0,-3.0,2.3,2.0,0.0,0.0,0.0
Randal Grichuk,2018,LF,4,5000000,124.0,462.0,104.0,0.245,46.0,32.0,1.0,25.0,0,0,0.22,0.282,0.34,9.6,64.0,4.73,0,0,0,0,0,0,0,90.7,18.7,0,0,0.803,3.0,2.0,-1.2,974.4000000000001,1.0,2.0,0.5,7.0,0.0,0.0,0.0,124.0,462.0,104.0,0.245,46.0,32.0,1.0,25.0,5.8,26.4,0.22,0.282,0.34,9.6,64.0,4.73,35.8,71.4,50.6,52.4,83.0,70.4,15.0,90.7,18.7,43.0,13.8,0.803,3.0,2.0,-1.2,974.4000000000001,1.0,2.0,0.5,7.0,0.0,0.0,0.0,974.4000000000001,1.0,2.0,0.5,7.0,0.0,0.0,0.0
Devon Travis,2018,2B,3,1950000,103.0,378.0,83.0,0.232,55.0,14.0,3.0,11.0,0,0,0.25,0.255,0.283,-9.6,35.0,-9.93,0,0,0,0,0,0,0,88.3,7.8,0,0,0.656,3.0,2.0,0.4,829.67,9.0,-4.0,-8.5,-13.0,0.0,0.0,0.0,103.0,378.0,83.0,0.232,55.0,14.0,3.0,11.0,4.2,16.9,0.25,0.255,0.283,-9.6,35.0,-9.93,31.6,69.3,48.5,66.8,90.0,81.7,8.9,88.3,7.8,36.9,5.1,0.656,3.0,2.0,0.4,829.67,9.0,-4.0,-8.5,-13.0,0.0,0.0,0.0,829.67,9.0,-4.0,-8.5,-13.0,0.0,0.0,0.0
Brandon Drury,2018,3B,2,1300000,26.0,86.0,13.0,0.169,8.0,4.0,0.0,1.0,0,0,0.35,0.214,0.236,-5.5,5.0,-2.68,0,0,0,0,0,0,0,88.2,13.4,0,0,0.516,0.0,0.0,-0.3,178.0,4.0,-1.0,-0.5,-2.0,0.0,0.0,0.0,26.0,86.0,13.0,0.169,8.0,4.0,0.0,1.0,8.1,23.3,0.35,0.214,0.236,-5.5,5.0,-2.68,29.3,60.6,43.8,54.7,80.9,71.4,12.5,88.2,13.4,35.1,7.0,0.516,0.0,0.0,-0.3,178.0,4.0,-1.0,-0.5,-2.0,0.0,0.0,0.0,178.0,4.0,-1.0,-0.5,-2.0,0.0,0.0,0.0
Anthony Rendon,2018,3B,5,18800000,136.0,597.0,163.0,0.308,93.0,44.0,2.0,24.0,0,0,0.67,0.323,0.383,33.2,103.0,35.62,0,0,0,0,0,0,0,90.7,17.9,0,0,0.909,2.0,1.0,3.7,1186.0,6.0,2.0,5.9,3.0,0.0,0.0,0.0,136.0,597.0,163.0,0.308,93.0,44.0,2.0,24.0,9.2,13.7,0.67,0.323,0.383,33.2,103.0,35.62,28.9,70.1,47.7,78.5,92.2,87.7,5.9,90.7,17.9,44.6,9.5,0.909,2.0,1.0,3.7,1186.0,6.0,2.0,5.9,3.0,0.0,0.0,0.0,1186.0,6.0,2.0,5.9,3.0,0.0,0.0,0.0
Trea Turner,2018,SS,2,3725000,162.0,740.0,180.0,0.271,128.0,27.0,6.0,19.0,0,0,0.52,0.314,0.331,10.0,96.0,23.4,0,0,0,0,0,0,0,89.1,9.3,0,0,0.76,43.0,9.0,2.7,1401.0,12.0,8.0,3.2,9.0,0.0,0.0,0.0,162.0,740.0,180.0,0.271,128.0,27.0,6.0,19.0,9.3,17.8,0.52,0.314,0.331,10.0,96.0,23.4,26.6,65.0,43.6,67.7,88.4,81.3,8.1,89.1,9.3,38.6,5.6,0.76,43.0,9.0,2.7,1401.0,12.0,8.0,3.2,9.0,0.0,0.0,0.0,1401.0,12.0,8.0,3.2,9.0,0.0,0.0,0.0
Michael A. Taylor,2018,CF,4,3250000,134.0,385.0,80.0,0.227,49.0,22.0,3.0,6.0,0,0,0.25,0.32,0.28,-10.8,34.0,-16.02,0,0,0,0,0,0,0,88.5,8.1,0,0,0.644,24.0,6.0,3.7,811.33,1.0,14.0,3.4,8.0,0.0,0.0,0.0,134.0,385.0,80.0,0.227,49.0,22.0,3.0,6.0,7.5,30.1,0.25,0.32,0.28,-10.8,34.0,-16.02,31.6,73.6,50.5,58.3,76.8,70.4,14.9,88.5,8.1,33.9,5.9,0.644,24.0,6.0,3.7,811.33,1.0,14.0,3.4,8.0,0.0,0.0,0.0,811.33,1.0,14.0,3.4,8.0,0.0,0.0,0.0
Tommy La Stella,2019,2B,5,3250000,80.0,321.0,86.0,0.295,62.0,8.0,0.0,16.0,0,0,0.71,0.282,0.351,8.7,49.0,3.39,0,0,0,0,0,0,0,88.2,13.2,0,0,0.832,0.0,0.0,0.8,585.3,5.0,-3.0,0.0,-2.0,0.0,0.0,0.0,80.0,321.0,86.0,0.295,62.0,8.0,0.0,16.0,6.2,8.7,0.71,0.282,0.351,8.7,49.0,3.39,26.0,58.7,41.7,82.2,93.5,89.9,4.2,88.2,13.2,30.7,4.8,0.832,0.0,0.0,0.8,585.3,5.0,-3.0,0.0,-2.0,0.0,0.0,0.0,585.3,5.0,-3.0,0.0,-2.0,0.0,0.0,0.0
Max Stassi,2019,C,3,800000,51.0,147.0,18.0,0.136,16.0,1.0,0.0,1.0,0,0,0.24,0.202,0.177,-18.1,0.0,-20.11,0,0,0,0,0,0,0,89.3,12.3,0,0,0.378,0.0,0.0,-1.3,357.33,2.0,3.0,0.0,0.0,9.9,25.0,6.0,51.0,147.0,18.0,0.136,16.0,1.0,0.0,1.0,8.2,33.3,0.24,0.202,0.177,-18.1,0.0,-20.11,27.9,63.5,45.4,43.0,81.6,69.6,13.8,89.3,12.3,40.0,3.5,0.378,0.0,0.0,-1.3,357.33,2.0,3.0,0.0,0.0,9.9,25.0,6.0,357.33,2.0,3.0,0.0,0.0,9.9,25.0,6.0
Brian Goodwin,2019,OF,3,2200000,136.0,458.0,108.0,0.262,59.0,29.0,3.0,17.0,0,0,0.29,0.337,0.332,4.9,62.0,-0.85,0,0,0,0,0,0,0,87.6,18.3,0,0,0.796,7.0,3.0,0.7,925.67,5.0,1.0,-1.4,3.0,0.0,0.0,0.0,136.0,458.0,108.0,0.262,59.0,29.0,3.0,17.0,8.3,28.2,0.29,0.337,0.332,4.9,62.0,-0.85,28.2,59.4,42.0,61.3,82.0,74.3,10.8,87.6,18.3,32.6,6.3,0.796,7.0,3.0,0.7,925.67,5.0,1.0,-1.4,3.0,0.0,0.0,0.0,925.67,5.0,1.0,-1.4,3.0,0.0,0.0,0.0
Jake Lamb,2019,1B,5,5510000,78.0,226.0,36.0,0.193,20.0,8.0,2.0,6.0,0,0,0.58,0.234,0.297,-4.5,24.0,8.95,0,0,0,0,0,0,0,90.7,14.2,0,0,0.676,1.0,0.0,1.1,424.33,2.0,1.0,-1.6999999999999997,0.0,0.0,0.0,0.0,78.0,226.0,36.0,0.193,20.0,8.0,2.0,6.0,14.2,24.3,0.58,0.234,0.297,-4.5,24.0,8.95,26.8,64.3,42.0,56.7,86.1,74.9,10.5,90.7,14.2,42.5,7.5,0.676,1.0,0.0,1.1,424.33,2.0,1.0,-1.6999999999999997,0.0,0.0,0.0,0.0,424.33,2.0,1.0,-1.6999999999999997,0.0,0.0,0.0,0.0
Adam Duvall,2019,LF,3,3250000,41.0,130.0,32.0,0.267,17.0,4.0,1.0,10.0,0,0,0.18,0.306,0.36,4.5,21.0,1.61,0,0,0,0,0,0,0,91.1,25.6,0,0,0.882,0.0,0.0,0.3,239.0,2.0,2.0,-0.2,1.0,0.0,0.0,0.0,41.0,130.0,32.0,0.267,17.0,4.0,1.0,10.0,5.4,30.0,0.18,0.306,0.36,4.5,21.0,1.61,34.9,68.3,48.7,60.6,82.6,73.3,13.0,91.1,25.6,32.9,15.9,0.882,0.0,0.0,0.3,239.0,2.0,2.0,-0.2,1.0,0.0,0.0,0.0,239.0,2.0,2.0,-0.2,1.0,0.0,0.0,0.0
Dansby Swanson,2019,SS,3,3150000,127.0,545.0,121.0,0.251,75.0,26.0,3.0,17.0,0,0,0.41,0.3,0.317,-1.4,67.0,-6.21,0,0,0,0,0,0,0,89.9,14.4,0,0,0.748,10.0,5.0,2.9,1090.67,12.0,-2.0,-6.4,1.0,0.0,0.0,0.0,127.0,545.0,121.0,0.251,75.0,26.0,3.0,17.0,9.4,22.8,0.41,0.3,0.317,-1.4,67.0,-6.21,27.9,70.4,45.8,59.2,82.5,74.3,11.8,89.9,14.4,41.6,7.7,0.748,10.0,5.0,2.9,1090.67,12.0,-2.0,-6.4,1.0,0.0,0.0,0.0,1090.67,12.0,-2.0,-6.4,1.0,0.0,0.0,0.0
Johan Camargo,2019,2B,2,1700000,98.0,248.0,54.0,0.233,34.0,12.0,1.0,7.0,0,0,0.35,0.258,0.279,-8.9,22.0,-2.85,0,0,0,0,0,0,0,86.9,11.0,0,0,0.663,1.0,0.0,0.5,434.8,7.0,-4.0,-3.8,-3.0,0.0,0.0,0.0,98.0,248.0,54.0,0.233,34.0,12.0,1.0,7.0,6.0,17.3,0.35,0.258,0.279,-8.9,22.0,-2.85,41.0,74.9,54.6,65.0,86.6,76.8,12.6,86.9,11.0,31.6,3.7,0.663,1.0,0.0,0.5,434.8,7.0,-4.0,-3.8,-3.0,0.0,0.0,0.0,434.8,7.0,-4.0,-3.8,-3.0,0.0,0.0,0.0
Hanser Alberto,2019,SS,3,1650000,139.0,550.0,160.0,0.305,125.0,21.0,2.0,12.0,0,0,0.32,0.318,0.318,-0.8,68.0,-4.82,0,0,0,0,0,0,0,84.4,11.7,0,0,0.751,4.0,4.0,-0.2,1102.4,10.0,7.0,3.2,4.0,0.0,0.0,0.0,139.0,550.0,160.0,0.305,125.0,21.0,2.0,12.0,2.9,9.1,0.32,0.318,0.318,-0.8,68.0,-4.82,47.6,73.7,58.3,78.7,93.6,86.5,7.9,84.4,11.7,18.5,2.3,0.751,4.0,4.0,-0.2,1102.4,10.0,7.0,3.2,4.0,0.0,0.0,0.0,1102.4,10.0,7.0,3.2,4.0,0.0,0.0,0.0
