Name,Prev. Season,Service Time,Salary,G,GS,IP,BABIP,ERA,FIP,SwStr%,K-BB%,HR/9,CSW%,HardHit%,K/9,BB/9,H/9,HR/9.1,RE24,SIERA,AVG,WHIP,HR/FB,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Position_RP,Position_SP
Carlos Villanueva,2010,4,-0.6721879200896439,0.37224272769155514,-0.7356849926509574,-0.5731159567488924,0.47026991424708536,0.5934327575937745,0.05090645530686045,0.7201981319699345,0.7267640320289239,0.45807713844641523,1.016856180851956,-1.1360542470825556,1.1199902338816914,0.4258537404184768,0.1400485318149178,0.45807713844641523,-0.4735104690399187,-0.7977714156378778,0.09417095221807424,0.32068100475823924,0.44358901862087596,-0.3210342442085373,-0.5619087498934949,-0.4505955406795151,-1.121571932858258,-0.0012745542289676166,-0.3844831409152392,0.3290594887834224,0.7749757231762048,-0.7749757231762048
Casey Janssen,2010,4,-0.7938643127470488,0.6441894925600504,-0.7356849926509574,-0.2914628445840553,0.6656289519617512,0.04947440814478907,0.14113090454991287,-0.6019216469561216,0.007490900940489447,0.1828167020614366,0.0935195954399003,-1.1360542470825556,-0.029847975844787884,-0.2156920028751742,0.8017238179427295,0.1828167020614366,-0.4950489413202472,-0.3954652037558929,0.6872244348781206,0.46534713139778855,0.27877410089672383,-0.45176131804049763,-0.17405586976908782,-0.14844952504645387,0.26844151852770315,0.364321264080219,0.43435248415824645,0.6317765265407957,0.7749757231762048,-0.7749757231762048
Chad Billingsley,2010,4,1.1757722933946941,-0.48892202772534676,1.7609300421663423,1.8737454551831296,0.3028193104916575,-0.008393501371060472,-0.49864246280991437,-0.42563900976598085,-0.20562706382645404,-1.0466799137914686,0.1774592850228145,-1.1360542470825556,-0.11275167121691666,0.0955529616930329,0.1665155432600305,-1.0466799137914686,0.6895670340978192,0.10040059228469374,0.15828484223537614,0.1760148781186893,-1.1496218527125972,-0.23388286165389766,-0.16645091133527581,-0.08370395026794052,-0.09446839735139007,0.4496269550190287,0.3491935791506041,0.5420825894274995,-1.290363001180918,1.290363001180918
Chris Perez,2010,2,-0.3641945511755876,0.9614607182399617,-0.7356849926509574,-0.3912736662074695,-0.7995638308982413,-1.0847366183658609,-0.1131379978623261,-0.8075847236779525,-0.1789873182305862,-0.6980166943704956,0.37891454002180847,-1.1360542470825556,0.13235490640502937,0.5783002536763742,-0.9583324431572494,-0.6980166943704956,0.9723765396916977,-0.021226867121488142,-0.8354804530328095,-0.4026496284395099,-0.9664941663524278,-0.6841650048528706,-0.23489553723958284,-0.15924045417620544,0.09725759594322511,0.4679067459344887,0.5195113891658888,0.9681287907156546,0.7749757231762048,-0.7749757231762048
Clay Hensley,2010,3,-0.6778915009954598,1.188083022297041,-0.7356849926509574,-0.18003383208384166,-0.22744093473386326,-0.8243310255445381,-0.6708891386375601,0.4557741761847232,0.207288992909499,-1.0833813053094659,0.6475215466871341,-1.1360542470825556,0.32339385661036896,0.24799947495093005,-0.6186724629449725,-1.0833813053094659,1.8076946820418283,-0.582584372073095,-0.4988825304419721,-0.3158499524557799,-1.0763707781685294,-0.05958009654461728,-0.3337599968791379,-0.3211043911224884,-0.3341258889696593,0.010911973048005444,-0.16831053589583916,-0.10819845464389405,0.7749757231762048,-0.7749757231762048
Craig Breslow,2010,3,-0.6778915009954598,1.5053542479769524,-0.7356849926509574,-0.18584292752224138,-0.7437469629797654,-0.3324537946598176,0.19034424050066884,-0.04369329585400887,-0.032468717453312326,0.2378687893384324,-0.1918753491420079,-1.1360542470825556,0.07828727898842361,0.2607033510557548,-0.6583729801126416,0.2378687893384324,0.6717743830836348,0.016196966541952372,-0.5629964204592744,-0.3447831777836899,-0.4903621818159876,-0.13220624867348393,0.3506862621639339,0.25081485275437776,0.17942587878377475,0.218082936756544,0.27713604414413684,0.40754168375755645,0.7749757231762048,-0.7749757231762048
Dallas Braden,2010,3,0.0635740167606018,-0.5342464885367627,1.680394073301268,1.8913487746934319,-0.12976141587653034,-0.048901038032155016,0.10011979125761605,-0.8075847236779525,-0.671822611754143,-0.2943013876725266,0.009579905856986082,-1.1360542470825556,-1.1039915071880193,-0.685735418753691,0.23268307187281184,-0.2943013876725266,0.9180621313326084,0.708537889315601,0.28651262226998087,-0.1711838258162306,-0.7101154054481907,0.07114697728734248,0.07690775854670476,0.13211463232710344,1.0901243469331976,0.31557515497232763,0.6177716641747071,0.36269471520090796,-1.290363001180918,1.290363001180918
Darren O'Day,2010,2,-0.748235665500522,1.3693808655427047,-0.7356849926509574,-0.4088769857177718,-0.8274722648574793,-0.8995593079151425,-0.1459468884961634,-0.10245417491738945,-0.032468717453312326,-0.40440556222651824,0.2613989746057287,-1.1360542470825556,-0.6534279453829726,-0.8572377461688253,-0.7245405087254224,-0.40440556222651824,1.478062410621149,-0.15221028494352953,-0.5629964204592744,-0.9523809096697994,-0.7284281740842077,0.2163992815450758,0.008463132642398282,0.22923299449487308,0.713519717247346,-0.0012745542289676166,0.27713604414413684,0.6205647844016337,0.7749757231762048,-0.7749757231762048
David Aardsma,2010,4,0.5008485528731509,0.5082161101258028,-0.7356849926509574,-0.6259259152797993,-0.6739758780816705,-0.08362178374166473,0.29697313506063994,-0.04369329585400887,-0.28554630061405784,-0.0740930385645436,0.0767316575233172,-1.1360542470825556,0.1936315508105157,0.914952970454231,-0.839230891654243,-0.0740930385645436,0.0565232401194691,0.07233271703711314,-0.6271103104765768,-0.1422506004883206,-0.25229618954776734,-0.2629333225054442,0.08451271698051731,-0.029749304619179524,0.06302081142632951,0.1144974549022743,0.14612234413237912,0.26178903594845043,0.7749757231762048,-0.7749757231762048
Doug Slaten,2010,3,-0.945959803568805,0.32691826688013925,-0.7356849926509574,-0.7843557908725203,0.05164340485851572,-0.2803726760955529,-0.031115771277732827,-0.10245417491738945,-0.5652636293706712,-0.9365757392374771,0.3117627883554773,-1.1360542470825556,-0.13437872218355876,0.7053390147246221,-0.15991093122969005,-0.9365757392374771,0.06869715923443744,0.1939601764432946,-0.05008530032085606,0.23388132877450926,-1.1679346213486141,-0.14673147909925746,-0.3261550384453259,-0.3642681076414978,-0.025994828317598855,0.22417620039503097,0.08716617912708872,-0.16425716533970386,0.7749757231762048,-0.7749757231762048
Dustin McGowan,2010,4,-1.0391182916971309,-1.8939803128792394,-0.7356849926509574,-1.5002827953565157,-3.8974000003736538,-2.074277871086887,-3.016724818956926,-3.069878567618093,-1.8706111635682006,-1.7440063526334149,-4.489587455787215,-1.1360542470825556,-3.007171992252537,-1.9624749672885808,-3.4771096990171193,-1.7440063526334149,-0.32742343966029946,-3.361304021583551,-3.6564916137941106,-3.5274379638537865,-1.9736964413333593,-4.359048302573523,-4.889130098732467,-4.874876483877916,-4.148103684151829,-5.009937265064824,-4.8520503113161775,-4.772283184535271,-1.290363001180918,1.290363001180918
Edinson Volquez,2010,3,-0.5923377874082218,-1.3500867831422487,0.2307466337299327,-0.3970827616458692,0.6098120840432752,0.4198290290462256,0.26416424442680264,0.8083394505650047,-0.32550591900785986,-0.16584651735953662,0.5467939191876369,-1.1360542470825556,0.4603651793991029,1.2325498730748503,0.25915008331792455,-0.16584651735953662,-0.2702996653516022,0.25945188535431574,0.33459803978295766,0.8125458353327084,0.18721025771663916,-0.05958009654461728,-0.1588459529014638,-0.29952253286298447,-0.6559516634284781,-0.013461081505940676,-0.34517903091171226,-0.38849200812294316,-1.290363001180918,1.290363001180918
Edward Mujica,2010,3,-0.9060347372280941,0.7801628749942981,-0.7356849926509574,-0.273859525073753,-0.3251204535911962,0.020540453386864426,0.16573757252529067,1.014002527286836,1.4060775447235567,1.577469579745329,0.7314612362700484,-1.1360542470825556,0.3450209075770114,-1.4670237992004147,-0.1157992454878357,1.577469579745329,-0.05772430849792544,-1.331061045341905,-0.05008530032085606,-0.8366480083581594,1.267663607241638,0.7538328072986894,0.4799705555387354,0.7040338762039704,-0.22456817851559374,-0.00736781786745458,-0.06349957588643337,0.45238865231420416,0.7749757231762048,-0.7749757231762048
Eric O'Flaherty,2010,3,-0.8699120581579269,0.6441894925600504,-0.7356849926509574,-0.7257367369032135,0.03768918787889673,-0.6565140879485745,-0.28538467368997184,-0.07307373538569942,-0.5519437565727372,-0.9916278265144728,-0.04078390789276256,-1.1360542470825556,-0.3542537403444214,0.3750382359991779,-0.13785508835876267,-0.9916278265144728,0.34869729887870765,-0.21770199385455064,-0.001999882807879293,0.08921520213495931,-0.673489868176157,0.18734882069352923,-0.10561124386478081,0.07815998667834245,-0.0739263266412529,0.3277616822492998,0.21162919413825798,0.4299651680358799,0.7749757231762048,-0.7749757231762048
Felipe Paulino,2010,2,-0.909837124498638,-1.0328155574623374,0.39181857146008103,0.11341350415289803,0.7214458198802272,0.8827723051730219,-0.19516022444691938,-0.5137803283610515,-0.671822611754143,-1.0283292180324701,0.026367843773568565,-1.1360542470825556,-0.06949756928363181,0.9086010324018181,0.6385105806978697,-1.0283292180324701,-1.6206682317965444,0.6524021388204407,0.5429681823391903,0.9282787366443485,-1.3144367704367497,-0.8294173091106039,0.1757722181862593,-0.18082231243571015,-0.12185782496490694,0.4008808459111373,0.3688456341523676,0.3290594887834224,-1.290363001180918,1.290363001180918
Francisco Liriano,2010,4,0.42480080746227283,-0.48892202772534676,1.7609300421663423,1.8737454551831296,0.7214458198802272,0.020540453386864426,-0.8349335918067462,0.5732959343114838,0.48700632166611235,-0.9732771307554743,0.49643010543788824,-1.1360542470825556,0.39548402649917624,-0.23474781703241127,0.3341399490790765,-0.9732771307554743,1.299199445162769,-0.5545164968255148,0.33459803978295766,0.1181484274628693,-0.8199920172642924,0.5359543509120894,-0.014351742659038292,0.1752783488461121,-0.32727853206628055,0.21198967311805791,-0.04384752088466898,0.02634245102604904,-1.290363001180918,1.290363001180918
Glen Perkins,2010,3,-0.9440586099335332,-1.304762322330833,-0.6551490237858834,-1.1188188615682644,1.140072329268796,1.2936344627355532,0.9449487250789262,-0.7782042841462625,-0.6451828661582752,0.5498306172414082,0.0935195954399003,-1.1360542470825556,-0.9093480484882391,-0.6412718523868042,1.838348432876302,0.5498306172414082,-0.8864872636323039,0.08168867545297348,1.5687904226160272,1.0150784126280783,0.6450294736170625,-0.04505486611884426,-0.04477157639428526,0.1968602071056168,0.7409091448608628,0.35822800044173203,0.5784675541711801,0.9344935642981682,0.7749757231762048,-0.7749757231762048
Heath Bell,2010,5,1.6415647340363226,1.1427585614856253,-0.7356849926509574,-0.26805042963535325,0.5958578670636562,-0.9574272174309919,-1.3352691739727651,0.07382846227275126,0.8200031416144616,-1.5054473077664332,0.8489768016861282,-1.1360542470825556,0.9794144025985173,0.3242227315798788,-0.30106832560362295,-1.5054473077664332,1.1371926754020374,-0.8913309997964791,-0.17831308035546078,-0.055450924504590646,-1.6806921431570883,-0.39366039633740396,-0.28052528784245434,-0.4290136824200104,-0.22456817851559374,0.1084041912637882,-0.02419546588290551,-0.0857749703655706,0.7749757231762048,-0.7749757231762048
Hong-Chih Kuo,2010,4,-0.17407518764839228,0.6441894925600504,-0.7356849926509574,-0.4440836247383764,-1.0228313025721452,-1.3798629568966934,-1.5321225177757887,1.3959482411988073,1.3261583079359527,-1.468745916248436,0.7146732983534653,-1.1360542470825556,0.9397648091596728,-0.24745169313723603,-1.5582513692464655,-1.468745916248436,1.7252866141866585,-1.2094335859357235,-1.444562408197181,-1.270646388276809,-1.6990049117931052,0.4052272770801287,0.4115259296344289,0.585333655776696,-0.6627990203318573,-0.17188593610658787,-0.2796721809058334,0.6317765265407957,0.7749757231762048,-0.7749757231762048
Jair Jurrjens,2010,3,0.025550144055162746,-0.9874910966509216,0.8750343846505262,0.5475113632769532,0.2888650935120385,0.6107931304485289,0.42000647493753,-0.42563900976598085,-0.6984623573500109,0.1094139190254422,-0.14151153539225986,-1.1360542470825556,-0.610173843449688,0.10190489974544516,0.6164547378269423,0.1094139190254422,-0.9295642081929609,0.6991819308997411,0.5589966548435159,0.49428035672569853,-0.36217280136386887,-0.04505486611884426,0.1909821350538833,0.24002392362462543,0.7066723603439672,0.20589640947957094,0.440903169158834,0.5757178158449859,-1.290363001180918,1.290363001180918
Jared Burton,2010,3,-0.9174418990397258,-1.7126824696335758,-0.7356849926509574,-1.4416637413872089,-3.8974000003736538,-2.074277871086887,-0.9825735996590141,1.1315242854135965,-0.5386238837748033,-1.7440063526334149,-0.09114772164251121,-1.1360542470825556,-2.033954698753636,-1.9624749672885808,-3.4771096990171193,-1.7440063526334149,-0.16728958053263987,0.4278591368397976,-3.6564916137941106,-3.5274379638537865,-1.9736964413333593,1.5527204807162227,1.0883672302436875,0.9198524587990143,-0.4162941718102089,0.5288393823193531,-0.08970231588878436,-0.9490791150810414,0.7749757231762048,-0.7749757231762048
Jason Vargas,2010,3,-0.2786408375883497,-0.48892202772534676,1.7609300421663423,1.8913487746934319,-0.10185298191729236,0.11312910861222343,0.21495090847604664,-0.8075847236779525,-0.8583008309252187,-0.20254790887753382,-0.10793565955909369,-1.1360542470825556,-1.0535283882658542,-0.3617865780806591,0.37825163482093044,-0.20254790887753382,0.38709196685668457,0.9705047249596847,0.30254109477430646,0.08921520213495931,-0.8566175545363263,0.2163992815450758,-0.014351742659038292,0.15369649058660814,0.9668719226723735,0.3704145277187051,0.6046702941735311,0.41875342589671777,-1.290363001180918,1.290363001180918
Javier Lopez,2010,5,-0.307158742117429,1.596003169599784,-0.7356849926509574,-0.4850993591973808,-0.032081897019197426,-0.7201687884160091,-0.26077800571459403,-0.6606825260195022,-0.8449809581272847,-1.1751347841044588,-0.023995969976179483,-1.1360542470825556,-0.8696984550493952,0.019329705064084185,-0.036398211152498416,-1.1751347841044588,1.0454200543815073,-0.1989900770228304,0.11019942472239938,-0.02651769917668065,-1.0397452408964956,-0.21935763122812413,-0.05237653482809727,0.013414411899829115,0.2889835892378403,0.4679067459344887,0.4998593341641253,0.5981413001233093,0.7749757231762048,-0.7749757231762048
Jeff Karstens,2010,3,-0.791963119111777,-0.7155443317824263,0.794498415785452,0.6591164089722699,0.4144530463286094,0.7728232770929077,0.9285442797620073,-0.8663456027413329,-0.725102102945879,1.0820007942523673,0.009579905856986082,-1.1360542470825556,-1.1039915071880193,-0.704791232910928,1.2472518439354567,1.0820007942523673,-1.24983192644828,0.6991819308997411,1.0558793024776083,0.5521468073815186,0.3153996381687576,0.07114697728734248,0.02367304951002122,0.30476949840313877,0.542335794662868,0.5349326459578393,0.6505250891776465,0.9569170485764925,-1.290363001180918,1.290363001180918
Jensen Lewis,2010,2,-0.9630705462862527,-0.21697526285685145,-0.7356849926509574,-0.8607541975472324,-0.2693035856727202,-0.3556009584661572,-0.2197668924222972,-1.0426282399314737,-1.0048194317024923,-1.2852389586584503,-0.07435978372592812,-1.1360542470825556,-0.4191348932443484,1.0292878553976537,-0.41575870853244357,-1.2852389586584503,0.15485104835575136,0.7272498061473217,-0.3065408603900655,0.20494810344659928,-1.55250276270497,-0.611538852724004,-0.18926578663671184,-0.10528580852744446,1.1449032021602303,0.3094818913338407,0.6832785141805859,0.9793405328548159,0.7749757231762048,-0.7749757231762048
Jered Weaver,2010,4,1.59023250588398,-0.3529486452910991,2.0025379487615647,2.4486698703896037,-0.046036113998816415,-0.3324537946598176,-0.5068446854683735,0.3088719785262726,0.7667236504227259,-0.055742342805545006,0.5803697950208024,-1.1360542470825556,0.3630434500492129,-0.5841044099150927,-0.16873326837806069,-0.055742342805545006,2.204751736253101,-0.4328890374193334,-0.13022766284248402,-0.4315828537674199,-0.5453004877240384,0.3761768162285826,-0.1284261191662163,0.13211463232710344,0.5012516532425936,-0.1536061451911287,0.07406480912591276,0.3963299416183943,-1.290363001180918,1.290363001180918
Jeremy Guthrie,2010,4,0.9761469616911391,-0.4435975669139309,1.8414660110314165,2.184620077735069,-0.35302888755043416,0.14206306337014832,0.625062041399013,-1.4833348329068257,-0.8183412125314167,0.2195180935794338,-0.7794531762224074,-1.1360542470825556,-1.1616636430990654,-0.5968082860199175,0.18416021755677256,0.2195180935794338,0.9967243779216342,0.8395213071376433,0.17431331473970174,-0.1711838258162306,-0.4171111072719198,-0.40818562676317754,0.13774742601719978,-0.04054023374893188,1.2407661988075385,0.6263316005351359,0.9060018042005744,0.2842125202267747,-1.290363001180918,1.290363001180918
Jesse Litsch,2010,3,-0.8946275754164623,-1.4860601655764965,-0.01086127286528985,-0.6787358738107063,0.06559762183813471,1.2762740898807983,1.4370820845864853,-1.1307695585265443,-1.8040117995785305,0.7333375748313942,-0.611573797056579,-1.1360542470825556,-1.8933788674704615,-0.12676487014140073,1.0311045838003716,0.7333375748313942,-0.8546477828700793,1.6909135229809145,0.9276515224430035,0.6968129340210685,-0.06916850318759798,-0.7277406961301907,0.054092883245269265,-0.25635881634397584,1.275002983324434,0.2851088367798954,0.6767278291799984,0.21694206739180275,-1.290363001180918,1.290363001180918
Jim Johnson,2010,2,-0.8394929599935758,-0.7155443317824263,-0.7356849926509574,-1.0367873926502555,0.9168048575948922,-0.09519536564483465,-0.4904402401514548,-0.3668781307026008,0.060770392132225376,-0.49615904102151104,-0.04078390789276256,-1.1360542470825556,-0.29658160443337567,-0.8762935603260625,1.3487087211417208,-0.49615904102151104,-0.4491626308099822,-0.6574320393999761,0.9597084674516547,0.5521468073815186,-0.23398342091175045,-0.1176810182477109,0.30505651156106184,0.30476949840313877,-0.12870518186828567,0.49837306412692095,0.414700429156483,0.6093530422624714,0.7749757231762048,-0.7749757231762048
Joba Chamberlain,2010,3,-0.6778915009954598,1.4147053263541205,-0.7356849926509574,-0.23865288605314836,0.6656289519617512,0.47191014761049055,-0.5724624667360481,-0.27873681210753015,0.5269659400599144,-0.367704170708521,0.29497485043889426,-1.1360542470825556,0.478387721871305,-0.20934006482276196,0.45765266915626773,-0.367704170708521,0.022810848724172394,-0.732279706726857,0.3826834572959344,0.23388132877450926,-0.5269877190880213,-0.23388286165389766,-0.029561659526661774,0.00262348277007753,0.06986816832970873,0.31557515497232763,0.3164401541476647,0.5532943315666616,0.7749757231762048,-0.7749757231762048
Joe Saunders,2010,4,0.8810872799275414,-0.398273106102515,1.9220019798964907,2.0790001606732553,0.4004988293489904,0.5124176842715849,0.7316909359589842,-1.336432635248375,-1.1113784140859642,0.2929208766154282,-0.5779979212234134,-1.1360542470825556,-1.1868952025601482,-0.16487649845587507,1.0531604266712982,0.2929208766154282,-1.7995311972549244,1.0079285586231252,0.9276515224430035,0.6968129340210685,-0.17904511500369952,-0.6551145440013241,0.016068091076209753,-0.27794067460347976,0.7546038586676203,0.6994507641969734,0.8011908441911677,0.1496716145568308,-1.290363001180918,1.290363001180918
Joe Smith,2010,3,-0.8794180263342868,0.5082161101258028,-0.7356849926509574,-0.7961500149444228,-0.5623421422447189,0.14206306337014832,0.7973087172266587,-0.9251064818047132,-1.244577142065304,-0.0924437343235422,0.12709547127306586,-1.1360542470825556,-0.41192587625546745,1.4675715810141088,-0.4995709114419666,-0.0924437343235422,-0.09424606584283023,0.5962663883252803,-0.33859780539871664,0.3785474554140592,0.38865071271282536,-0.5534379310209109,-0.3489699137467614,-0.38584996590100173,0.6998250034405875,0.34604147316475986,0.5260620741664763,0.3851181994792322,0.7749757231762048,-0.7749757231762048
Joel Hanrahan,2010,3,-0.6778915009954598,1.3693808655427047,-0.7356849926509574,-0.273859525073753,0.6935373859209891,0.020540453386864426,-0.8677424824405836,0.8671003296283852,1.48599678151116,-0.31265208343152523,0.8825526775192938,-1.1360542470825556,1.6498529825644268,0.17177621832198134,-0.17314443695224602,-0.31265208343152523,0.09585436341398197,-1.3684848790053454,-0.13022766284248402,-0.02651769917668065,-0.2889217268198014,-0.08863055739616435,0.016068091076209753,0.024205341029581467,-0.9229985826602637,0.06575134579438292,-0.23381738590171802,0.31784774664426024,0.7749757231762048,-0.7749757231762048
Joel Zumaya,2010,5,-0.6778915009954598,-0.48892202772534676,-0.7356849926509574,-0.8255475585266278,0.03768918787889673,-0.714381997464424,-0.9661691543420955,-0.42563900976598085,0.08741013772809322,-1.3219403501764475,-0.829816989972156,-1.1360542470825556,-0.13077421368911815,-0.32367494976618477,-0.16432209980387538,-1.3219403501764475,0.27284441823928995,-0.2551258275179912,-0.11419919033815842,-0.2869167271278699,-1.6074410686130205,-0.2629333225054442,0.6472796410825975,0.48821529360892646,0.6518935051169334,0.2668290458644354,0.5064100191647128,0.6317765265407957,0.7749757231762048,-0.7749757231762048
Joey Devine,2010,3,-0.9972920317211478,-1.8939803128792394,-0.7356849926509574,-1.5002827953565157,-3.8974000003736538,-2.074277871086887,-3.016724818956926,-3.069878567618093,-1.8706111635682006,-1.7440063526334149,-4.489587455787215,-1.1360542470825556,-3.007171992252537,-1.9624749672885808,-3.4771096990171193,-1.7440063526334149,-0.32742343966029946,-3.361304021583551,-3.6564916137941106,-3.5274379638537865,-1.9736964413333593,-4.359048302573523,-4.889130098732467,-4.874876483877916,-4.148103684151829,-5.009937265064824,-4.8520503113161775,-4.772283184535271,0.7749757231762048,-0.7749757231762048
John Lannan,2010,3,-0.1645692194720325,-0.7608687925938421,1.2777142289758971,1.022800990055116,0.5539952161247993,0.6165799214001143,0.6496687093743905,-1.4245739538434457,-1.4177354884384454,-0.12914512584153942,-0.5947858591399965,-1.1360542470825556,-1.39956120373213,-0.006078047145565386,1.370764564012648,-0.12914512584153942,-1.33223999430345,0.9517928081279649,1.103964719990585,0.9861451873001684,-0.10579404045963205,-0.611538852724004,-0.021956701092849765,-0.12686766678694916,1.028498134802785,0.632424864173622,0.873248379197635,0.5532943315666616,-1.290363001180918,1.290363001180918
